rep,id,alpha,D,E,C,B,ECLIPSE0,BUD0,ep,Time0
1,1,0.00617819,0.260374,5,10,7463.75,1e-07,0.033,0.001,10.0509
2,1,8.36933e-05,0.238537,5,10,7194.58,1e-07,0.033,0.001,13.9916
3,1,0.0018563,0.217904,5,10,7744.88,1e-07,0.033,0.001,11.5972
4,1,0.000639253,0.216582,5,10,7522,1e-07,0.033,0.001,13.9998
5,1,7.10353e-05,0.251673,5,10,7780.8,1e-07,0.033,0.001,14
6,1,8.69108e-05,0.244026,5,10,6376.05,1e-07,0.033,0.001,13.4456
7,1,0.000130688,0.229388,5,10,8029.43,1e-07,0.033,0.001,13.9998
8,1,0.000213776,0.229602,5,10,7863.65,1e-07,0.033,0.001,13.6096
9,1,0.000113697,0.235898,5,10,7004.23,1e-07,0.033,0.001,13.9956
10,1,6.26089e-05,0.255417,5,10,7047.34,1e-07,0.033,0.001,13.9987
1,2,0.0134403,0.463455,5,10,8073.08,1e-07,0.033,0.001,13.9973
2,2,0.00640633,0.457562,5,10,7522.63,1e-07,0.033,0.001,13.9977
3,2,0.0172914,0.450938,5,10,8670.13,1e-07,0.033,0.001,13.9731
4,2,0.00194186,0.451074,5,10,7278.87,1e-07,0.033,0.001,13.9999
5,2,0.00358973,0.448815,5,10,7872.19,1e-07,0.033,0.001,13.9571
6,2,0.00623933,0.459202,5,10,7655.47,1e-07,0.033,0.001,13.9434
7,2,33.4064,0.456572,5,10,7026.88,1e-07,0.033,0.001,13.9998
8,2,0.00172275,0.465247,5,10,8857.97,1e-07,0.033,0.001,13.9972
9,2,0.023129,0.437158,5,10,7505.7,1e-07,0.033,0.001,13.9021
10,2,0.00659616,0.452524,5,10,8274.25,1e-07,0.033,0.001,14
1,3,0.000325037,0.308514,5,10,6951.47,1e-07,0.033,0.001,1.35388
2,3,0.000276781,0.309565,5,10,7441.09,1e-07,0.033,0.001,1.24068
3,3,0.000344052,0.303407,5,10,6435.13,1e-07,0.033,0.001,1.59152
4,3,0.00032385,0.307464,5,10,6546.99,1e-07,0.033,0.001,1.50532
5,3,0.000275269,0.30415,5,10,7831.95,1e-07,0.033,0.001,1.1896
6,3,0.000410439,0.294697,5,10,6401.88,1e-07,0.033,0.001,1.51377
7,3,0.000449475,0.310068,5,10,6343.55,1e-07,0.033,0.001,1.34116
8,3,0.00015861,0.313761,5,10,7381.37,1e-07,0.033,0.001,1.82677
9,3,0.000559548,0.309105,5,10,6444.75,1e-07,0.033,0.001,1.31887
10,3,0.000433089,0.308274,5,10,7650.03,1e-07,0.033,0.001,1.03083
