rep,id,eta_alpha,eta_D,eta_E,eta_C,eta_B,eta_ECLIPSE0,eta_BUD0,eta_ep,eta_Time0
1,1,4.83086,-0.22964,0,0,-0.00242366,0,0,0,-2.81394
2,1,0.529235,-0.317233,0,0,-0.0391542,0,0,0,3.66452
3,1,3.62842,-0.407705,0,0,0.0345499,0,0,0,-2.17395
4,1,2.56238,-0.41379,0,0,0.00535018,0,0,0,7.18974
5,1,0.365253,-0.263628,0,0,0.0391774,0,0,0,10.7258
6,1,0.566959,-0.294485,0,0,-0.159934,0,0,0,-0.559486
7,1,0.974888,-0.356346,0,0,0.0706315,0,0,0,7.34797
8,1,1.467,-0.355411,0,0,0.0497684,0,0,0,-0.196648
9,1,0.835613,-0.32836,0,0,-0.0659686,0,0,0,4.32438
10,1,0.238984,-0.248862,0,0,-0.0598312,0,0,0,5.55777
1,2,5.60809,0.346951,0,0,0.0760528,0,0,0,4.80326
2,2,4.86712,0.334153,0,0,0.00543342,0,0,0,4.97615
3,2,5.86004,0.319571,0,0,0.147402,0,0,0,2.50514
4,2,3.67348,0.319872,0,0,-0.0275067,0,0,0,7.92643
5,2,4.28791,0.314852,0,0,0.0508547,0,0,0,2.03787
6,2,4.8407,0.337731,0,0,0.0229385,0,0,0,1.7584
7,2,13.4263,0.331988,0,0,-0.0627387,0,0,0,7.55526
8,2,3.55375,0.350809,0,0,0.168835,0,0,0,4.77844
9,2,6.15092,0.288537,0,0,0.00318014,0,0,0,1.20727
10,2,4.89632,0.323083,0,0,0.100666,0,0,0,9.65342
1,3,1.88602,-0.0599931,0,0,-0.0735289,0,0,0,-5.98313
2,3,1.7253,-0.0565896,0,0,-0.00546524,0,0,0,-6.07943
3,3,1.94287,-0.0766848,0,0,-0.150711,0,0,0,-5.80234
4,3,1.88236,-0.0634012,0,0,-0.133477,0,0,0,-5.86498
5,3,1.71983,-0.0742383,0,0,0.0457298,0,0,0,-6.1255
6,3,2.1193,-0.105812,0,0,-0.15589,0,0,0,-5.8587
7,3,2.21016,-0.0549682,0,0,-0.165044,0,0,0,-5.99358
8,3,1.16853,-0.0431259,0,0,-0.0135228,0,0,0,-5.64526
9,3,2.4292,-0.0580778,0,0,-0.149216,0,0,0,-6.01211
10,3,2.17302,-0.0607708,0,0,0.0222275,0,0,0,-6.2812
