rep,id,alpha,D,E,C,B,ECLIPSE0,BUD0,ep,Time0
1,1,29.0259,1.59049,5,10,9112.29,1e-07,0.033,0.001,1.29189
2,1,1.94034,1.62784,5,10,9395.03,1e-07,0.033,0.001,1.29786
3,1,0.001058,1.74461,5,10,9096.18,1e-07,0.033,0.001,1.71996
4,1,56126,1.57923,5,10,9192.26,1e-07,0.033,0.001,1.22362
5,1,157.318,1.58277,5,10,9122.86,1e-07,0.033,0.001,1.39851
6,1,0.00448472,1.60087,5,10,9142.89,1e-07,0.033,0.001,1.48609
7,1,0.00130216,1.63218,5,10,9174.45,1e-07,0.033,0.001,1.61629
8,1,0.322255,1.67618,5,10,9484.12,1e-07,0.033,0.001,1.16722
9,1,17.7516,1.73071,5,10,9221.51,1e-07,0.033,0.001,1.32224
10,1,129.885,1.61961,5,10,9349.14,1e-07,0.033,0.001,1.32808
1,2,2.80512e+06,0.598122,5,10,9242.08,1e-07,0.033,0.001,13.5295
2,2,71.9031,0.579452,5,10,9108.36,1e-07,0.033,0.001,13.9981
3,2,0.0116183,0.569379,5,10,9246.24,1e-07,0.033,0.001,14
4,2,0.048257,0.591608,5,10,9104.84,1e-07,0.033,0.001,13.9805
5,2,0.00130648,0.583143,5,10,9257.57,1e-07,0.033,0.001,13.9825
6,2,179.891,0.580123,5,10,9364.97,1e-07,0.033,0.001,13.9926
7,2,0.670791,0.567592,5,10,9022.01,1e-07,0.033,0.001,13.9941
8,2,0.0992138,0.60349,5,10,9248.61,1e-07,0.033,0.001,13.7462
9,2,0.00714298,0.585719,5,10,9053.49,1e-07,0.033,0.001,13.9819
10,2,3.98942,0.582548,5,10,9410.53,1e-07,0.033,0.001,13.9737
1,3,4.63078e-05,0.578383,5,10,9168.18,1e-07,0.033,0.001,13.9948
2,3,0.0268104,0.450873,5,10,9064.88,1e-07,0.033,0.001,13.9998
3,3,17020.2,0.429537,5,10,9208.2,1e-07,0.033,0.001,13.9999
4,3,0.00863709,0.581452,5,10,8815.29,1e-07,0.033,0.001,9.05531
5,3,0.00590848,0.427297,5,10,8948.56,1e-07,0.033,0.001,13.9963
6,3,6.98755e-05,0.53608,5,10,8990.38,1e-07,0.033,0.001,13.8336
7,3,5.9251e-05,0.549843,5,10,8910.49,1e-07,0.033,0.001,13.6
8,3,0.00779844,0.453158,5,10,9104.99,1e-07,0.033,0.001,13.8743
9,3,0.00163592,0.455299,5,10,9117.58,1e-07,0.033,0.001,12.6032
10,3,8.26842e-05,0.51301,5,10,9268.77,1e-07,0.033,0.001,12.4507
1,4,45.658,1.7182,5,10,9173.39,1e-07,0.033,0.001,0.0080684
2,4,2.37607,1.65342,5,10,9088.16,1e-07,0.033,0.001,0.011456
3,4,0.0175139,1.6922,5,10,9339.97,1e-07,0.033,0.001,0.00104915
4,4,1.13098,1.82133,5,10,9302.59,1e-07,0.033,0.001,0.0155521
5,4,0.851199,1.65569,5,10,8975.06,1e-07,0.033,0.001,0.310214
6,4,0.30503,1.83634,5,10,9337.19,1e-07,0.033,0.001,0.0811359
7,4,3535.37,1.81189,5,10,9111.46,1e-07,0.033,0.001,0.01103
8,4,0.254571,1.68788,5,10,9209.26,1e-07,0.033,0.001,0.0922606
9,4,11340.2,1.61475,5,10,9320.65,1e-07,0.033,0.001,0.0560405
10,4,0.024086,1.63681,5,10,9109.12,1e-07,0.033,0.001,0.00100084
