rep,id,alpha,D,E,C,B,ECLIPSE0,BUD0,ep,Time0
1,1,0.000659515,0.245591,5,10,6774.52,1e-07,0.033,0.001,11.9734
2,1,0.0196,0.227086,5,10,6953.65,1e-07,0.033,0.001,12.8135
3,1,0.000418152,0.213128,5,10,8230.84,1e-07,0.033,0.001,13.9998
4,1,0.00265738,0.240776,5,10,6436.29,1e-07,0.033,0.001,10.969
5,1,7.07923e-05,0.249224,5,10,6061.06,1e-07,0.033,0.001,14
6,1,6.16983e-05,0.255623,5,10,5611.99,1e-07,0.033,0.001,13.9293
7,1,0.00101006,0.206982,5,10,7849.26,1e-07,0.033,0.001,13.9894
8,1,0.00021995,0.227398,5,10,7809.67,1e-07,0.033,0.001,13.8525
9,1,9.30055e-05,0.241589,5,10,6453.57,1e-07,0.033,0.001,14
10,1,9.67503e-05,0.253124,5,10,5843.44,1e-07,0.033,0.001,13.999
1,2,0.0100981,0.464884,5,10,7784.87,1e-07,0.033,0.001,13.991
2,2,0.00810931,0.456352,5,10,7234.86,1e-07,0.033,0.001,13.9487
3,2,0.0251682,0.450828,5,10,7820.66,1e-07,0.033,0.001,13.9775
4,2,0.00343822,0.451406,5,10,7039.71,1e-07,0.033,0.001,14
5,2,0.00329604,0.447893,5,10,7208.49,1e-07,0.033,0.001,13.9613
6,2,0.00431493,0.458342,5,10,8610.34,1e-07,0.033,0.001,13.8934
7,2,0.766406,0.465092,5,10,6076.29,1e-07,0.033,0.001,13.9996
8,2,0.00270544,0.44376,5,10,7757.2,1e-07,0.033,0.001,13.9991
9,2,0.0646266,0.452326,5,10,6642.14,1e-07,0.033,0.001,13.9909
10,2,0.0067565,0.447973,5,10,7450.16,1e-07,0.033,0.001,13.9999
1,3,0.000355575,0.30324,5,10,5834,1e-07,0.033,0.001,1.50435
2,3,0.000198502,0.317524,5,10,7665.35,1e-07,0.033,0.001,1.16624
3,3,0.000247589,0.31151,5,10,6558.16,1e-07,0.033,0.001,1.56047
4,3,0.000366542,0.305821,5,10,6003.51,1e-07,0.033,0.001,1.45155
5,3,0.000378293,0.295073,5,10,5970.5,1e-07,0.033,0.001,1.48683
6,3,0.000379933,0.297715,5,10,6505.46,1e-07,0.033,0.001,1.30245
7,3,0.00133752,0.301793,5,10,6079.33,1e-07,0.033,0.001,1.03609
8,3,0.000154216,0.315496,5,10,7413.42,1e-07,0.033,0.001,1.6227
9,3,0.000258846,0.31351,5,10,6904.39,1e-07,0.033,0.001,1.39928
10,3,0.000227092,0.307451,5,10,6386.86,1e-07,0.033,0.001,1.70644
