rep,id,alpha,D,E,C,B,ECLIPSE0,BUD0,ep,Time0
1,1,4.34804e-05,0.242345,5,10,7287.58,1e-07,0.033,0.001,13.8058
2,1,4.18241e-05,0.252407,5,10,6789.34,1e-07,0.033,0.001,13.9901
3,1,0.000116577,0.239801,5,10,7339.13,1e-07,0.033,0.001,11.8959
4,1,0.000119169,0.220824,5,10,7161.56,1e-07,0.033,0.001,13.915
5,1,0.000490272,0.252309,5,10,7083.02,1e-07,0.033,0.001,9.43372
6,1,0.000213717,0.269121,5,10,7949.7,1e-07,0.033,0.001,10.0742
7,1,8.74938e-05,0.263396,5,10,6768.72,1e-07,0.033,0.001,11.7823
8,1,0.000251287,0.259004,5,10,6587.4,1e-07,0.033,0.001,10.8032
9,1,8.07797e-05,0.236044,5,10,6640.6,1e-07,0.033,0.001,13.9463
10,1,0.00098556,0.259112,5,10,6347.04,1e-07,0.033,0.001,10.0169
1,2,0.00177572,0.448722,5,10,6667.72,1e-07,0.033,0.001,14
2,2,0.000277648,0.456581,5,10,7325.45,1e-07,0.033,0.001,13.9934
3,2,0.152706,0.434571,5,10,6415.81,1e-07,0.033,0.001,13.7256
4,2,0.00571021,0.438674,5,10,7249.83,1e-07,0.033,0.001,13.598
5,2,0.000898371,0.426194,5,10,8177.34,1e-07,0.033,0.001,13.9937
6,2,0.00106398,0.44418,5,10,6949.21,1e-07,0.033,0.001,13.945
7,2,0.00674019,0.442219,5,10,7816.02,1e-07,0.033,0.001,13.8116
8,2,0.0010636,0.434624,5,10,7497.71,1e-07,0.033,0.001,13.9706
9,2,0.0108586,0.432868,5,10,7400.62,1e-07,0.033,0.001,13.8737
10,2,0.00190754,0.434796,5,10,8020.9,1e-07,0.033,0.001,13.675
1,3,0.00015885,0.309732,5,10,6612.12,1e-07,0.033,0.001,1.4852
2,3,0.000271313,0.305179,5,10,6296.28,1e-07,0.033,0.001,1.00598
3,3,0.000121738,0.314138,5,10,6839.69,1e-07,0.033,0.001,1.59031
4,3,0.000135775,0.312179,5,10,6943.66,1e-07,0.033,0.001,1.46293
5,3,0.00011006,0.316136,5,10,6877.46,1e-07,0.033,0.001,1.70005
6,3,0.000140216,0.310913,5,10,7117.2,1e-07,0.033,0.001,1.17291
7,3,0.000133985,0.313817,5,10,7099.5,1e-07,0.033,0.001,1.31413
8,3,9.85316e-05,0.313531,5,10,7079.95,1e-07,0.033,0.001,1.87136
9,3,0.000129446,0.318872,5,10,7167.91,1e-07,0.033,0.001,1.35162
10,3,0.000220862,0.306975,5,10,6549.38,1e-07,0.033,0.001,1.03784
