rep,id,alpha,D,E,C,B,ECLIPSE0,BUD0,ep,Time0
1,1,0.0138998,1.67017,5,10,7366.59,1e-07,0.033,0.001,1.44099
2,1,0.0102532,1.6468,5,10,7372.91,1e-07,0.033,0.001,1.5138
3,1,13390.9,1.65652,5,10,7372.58,1e-07,0.033,0.001,1.40672
4,1,0.0979336,1.77133,5,10,7371.21,1e-07,0.033,0.001,1.3209
5,1,0.112055,1.73416,5,10,7372.68,1e-07,0.033,0.001,1.32206
6,1,13749.2,1.72439,5,10,7366.84,1e-07,0.033,0.001,1.22406
7,1,30.4744,1.77226,5,10,7370.1,1e-07,0.033,0.001,1.15642
8,1,0.0505473,1.62182,5,10,7369.22,1e-07,0.033,0.001,1.5759
9,1,15211.7,1.58396,5,10,7371.44,1e-07,0.033,0.001,1.60408
10,1,0.0040009,1.55194,5,10,7372.66,1e-07,0.033,0.001,1.74053
1,2,36072.5,0.58283,5,10,7376.59,1e-07,0.033,0.001,13.9996
2,2,0.00333382,0.57656,5,10,7373.41,1e-07,0.033,0.001,13.9966
3,2,0.0344458,0.604808,5,10,7370.61,1e-07,0.033,0.001,13.531
4,2,3.31937,0.594333,5,10,7375.22,1e-07,0.033,0.001,13.9998
5,2,2.92683e+06,0.581724,5,10,7368.44,1e-07,0.033,0.001,13.9719
6,2,0.002035,0.596808,5,10,7373.46,1e-07,0.033,0.001,13.9901
7,2,1.70242,0.601911,5,10,7373.54,1e-07,0.033,0.001,13.852
8,2,249883,0.586828,5,10,7376.32,1e-07,0.033,0.001,13.9661
9,2,0.0205096,0.582943,5,10,7372.36,1e-07,0.033,0.001,13.9366
10,2,0.00180028,0.592346,5,10,7366.31,1e-07,0.033,0.001,13.9662
1,3,14.7596,0.49723,5,10,7372.3,1e-07,0.033,0.001,11.5108
2,3,0.0638721,0.43625,5,10,7367.48,1e-07,0.033,0.001,13.958
3,3,0.0934428,0.531327,5,10,7371.85,1e-07,0.033,0.001,9.79702
4,3,0.000189805,0.634082,5,10,7368.29,1e-07,0.033,0.001,9.14381
5,3,8.87746e-05,0.510786,5,10,7369.9,1e-07,0.033,0.001,14
6,3,0.00119576,0.609403,5,10,7369.66,1e-07,0.033,0.001,9.04525
7,3,196574,0.563299,5,10,7367.44,1e-07,0.033,0.001,9.13574
8,3,0.000255045,0.503431,5,10,7370.85,1e-07,0.033,0.001,11.7502
9,3,1427.43,0.521407,5,10,7365.32,1e-07,0.033,0.001,10.7844
10,3,0.000574069,0.602122,5,10,7374.67,1e-07,0.033,0.001,8.26232
1,4,16457.8,1.7207,5,10,7374.56,1e-07,0.033,0.001,0.0185112
2,4,74.8438,1.63611,5,10,7374.16,1e-07,0.033,0.001,0.146315
3,4,0.00700511,1.96544,5,10,7374.21,1e-07,0.033,0.001,0.00554811
4,4,0.435352,1.69253,5,10,7369.25,1e-07,0.033,0.001,0.314395
5,4,0.368339,1.71972,5,10,7372.95,1e-07,0.033,0.001,0.375194
6,4,0.0227028,1.82763,5,10,7368.25,1e-07,0.033,0.001,0.136264
7,4,1.8032e+06,1.781,5,10,7368.71,1e-07,0.033,0.001,0.0729216
8,4,0.00593566,1.85689,5,10,7369.25,1e-07,0.033,0.001,0.226554
9,4,0.00581954,1.76743,5,10,7373.21,1e-07,0.033,0.001,0.455377
10,4,0.013186,1.77952,5,10,7373.69,1e-07,0.033,0.001,0.067726
