rep,id,eta_alpha,eta_D,eta_E,eta_C,eta_B,eta_ECLIPSE0,eta_BUD0,eta_ep,eta_Time0
1,1,0,0.418204,0,0,-0.3649,0,0,0,2.88228
2,1,0,1.041,0,0,-0.0179447,0,0,0,1.25737
3,1,0,0.868684,0,0,-0.13329,0,0,0,0.19818
4,1,0,1.32318,0,0,0.173934,0,0,0,1.42911
5,1,0,0.600596,0,0,-0.288861,0,0,0,-7.2555
6,1,0,0.658359,0,0,-0.250839,0,0,0,-1.50149
7,1,0,1.13045,0,0,0.0386172,0,0,0,-1.67595
8,1,0,0.648478,0,0,-0.261678,0,0,0,-0.016488
9,1,0,0.696117,0,0,-0.235993,0,0,0,-2.98016
10,1,0,0.524113,0,0,-0.318827,0,0,0,0.723281
1,2,0,-0.37954,0,0,0.903659,0,0,0,1.36305
2,2,0,-0.393661,0,0,0.982833,0,0,0,-0.560242
3,2,0,-0.363627,0,0,1.0698,0,0,0,0.763506
4,2,0,-0.377808,0,0,0.570342,0,0,0,-0.2669
5,2,0,-0.366092,0,0,0.791315,0,0,0,1.71343
6,2,0,-0.375648,0,0,1.0548,0,0,0,-4.42515
7,2,0,-0.37649,0,0,0.924857,0,0,0,-7.24438
8,2,0,-0.324597,0,0,0.314144,0,0,0,-4.36719
9,2,0,-0.38885,0,0,0.914361,0,0,0,-6.26194
10,2,0,-0.34062,0,0,1.05797,0,0,0,-2.71406
1,3,0,-0.352788,0,0,-0.496376,0,0,0,0.0884243
2,3,0,-0.520653,0,0,-0.179866,0,0,0,4.34563
3,3,0,-0.279623,0,0,-0.626443,0,0,0,-0.988871
4,3,0,-0.533631,0,0,-0.226665,0,0,0,-3.73178
5,3,0,-0.305749,0,0,-0.574851,0,0,0,1.57039
6,3,0,-0.310786,0,0,-0.538803,0,0,0,5.76847
7,3,0,-0.604614,0,0,-0.033089,0,0,0,2.26835
8,3,0,-0.584367,0,0,0.309649,0,0,0,3.94844
9,3,0,-0.540349,0,0,-0.00282538,0,0,0,-3.91743
10,3,0,-0.630482,0,0,0.277073,0,0,0,-0.0965086
1,4,0,0.661029,0,0,-0.296835,0,0,0,-7.82499
2,4,0,-0.0202589,0,0,-0.517096,0,0,0,2.72062
3,4,0,0.561446,0,0,-0.352863,0,0,0,-6.62259
4,4,0,-0.0259449,0,0,-0.502015,0,0,0,0.370444
5,4,0,0.232069,0,0,-0.47633,0,0,0,4.92779
6,4,0,0.107245,0,0,-0.500476,0,0,0,-6.06596
7,4,0,0.130225,0,0,-0.491338,0,0,0,-3.79609
8,4,0,0.147444,0,0,-0.476024,0,0,0,0.50298
9,4,0,-0.163583,0,0,-0.484609,0,0,0,4.12076
10,4,0,-0.0844751,0,0,-0.498526,0,0,0,-2.09964
