rep,id,eta_alpha,eta_D,eta_E,eta_C,eta_B,eta_ECLIPSE0,eta_BUD0,eta_ep,eta_Time0
1,1,14.3742,0.52751,0,0,0.0213812,0,0,0,-2.72285
2,1,8.17058,0.560033,0,0,0.0358892,0,0,0,-2.86271
3,1,9.68843,0.571008,0,0,-0.0101221,0,0,0,-2.90027
4,1,4.21316,0.534533,0,0,0.0533864,0,0,0,-2.77579
5,1,11.1221,0.556956,0,0,0.00585264,0,0,0,-2.85103
6,1,6.80213,0.513265,0,0,-0.0504102,0,0,0,-2.71631
7,1,4.99133,0.612054,0,0,-0.0271122,0,0,0,-2.72876
8,1,12.0919,0.544566,0,0,-0.0160998,0,0,0,-2.7015
9,1,5.28671,0.55099,0,0,0.00932462,0,0,0,-2.76414
10,1,13.1019,0.534153,0,0,-0.0518592,0,0,0,-2.72686
1,2,16.416,-0.517882,0,0,-0.0631727,0,0,0,5.76114
2,2,8.48886,-0.496013,0,0,0.0268043,0,0,0,8.82656
3,2,11.0864,-0.45298,0,0,-0.0992041,0,0,0,2.14841
4,2,9.80748,-0.461028,0,0,-0.0392876,0,0,0,2.5775
5,2,2.51689,-0.470118,0,0,0.0182743,0,0,0,4.56345
6,2,15.6482,-0.498428,0,0,0.0270215,0,0,0,5.27892
7,2,9.30818,-0.469454,0,0,-0.00189174,0,0,0,11.2763
8,2,4.20011,-0.491539,0,0,-0.0718358,0,0,0,3.73847
9,2,10.9928,-0.491829,0,0,0.0066666,0,0,0,10.5646
10,2,17.1428,-0.489364,0,0,0.0963769,0,0,0,3.007
1,3,0.242075,-0.62301,0,0,0.017329,0,0,0,2.78939
2,3,5.12919,-0.746862,0,0,0.0838734,0,0,0,5.53493
3,3,5.50578,-0.805003,0,0,0.0662459,0,0,0,7.23455
4,3,7.28927,-0.733983,0,0,0.0332761,0,0,0,2.3654
5,3,2.70419,-0.506166,0,0,-0.069708,0,0,0,-0.306116
6,3,0.845441,-0.70226,0,0,-0.063214,0,0,0,4.48051
7,3,6.78066,-0.610242,0,0,0.054429,0,0,0,0.400375
8,3,14.6595,-0.64517,0,0,0.103671,0,0,0,1.70241
9,3,11.4619,-0.628788,0,0,0.0398415,0,0,0,0.798216
10,3,9.03459,-0.789655,0,0,0.070627,0,0,0,5.41913
1,4,10.2184,0.627669,0,0,-0.0593217,0,0,0,-3.99374
2,4,10.818,0.619213,0,0,0.0279173,0,0,0,-10.1488
3,4,6.18135,0.600451,0,0,0.0230802,0,0,0,-4.84967
4,4,4.97349,0.603535,0,0,-0.0561783,0,0,0,-5.61472
5,4,13.6862,0.462765,0,0,-0.181718,0,0,0,-3.09133
6,4,17.4753,0.575848,0,0,-0.0312199,0,0,0,-4.86308
7,4,4.01341,0.574814,0,0,-0.00306931,0,0,0,-4.13054
8,4,5.92741,0.54729,0,0,0.00561733,0,0,0,-5.16496
9,4,10.2854,0.643397,0,0,-0.0186312,0,0,0,-5.29751
10,4,5.57262,0.647128,0,0,0.107647,0,0,0,-6.72872
