rep,id,alpha,D,E,C,B,ECLIPSE0,BUD0,ep,Time0
1,1,86.1919,1.6616,5,10,13097,1e-07,0.033,0.001,1.59313
2,1,0.174294,1.71653,5,10,13288.4,1e-07,0.033,0.001,1.40619
3,1,0.795205,1.73547,5,10,12690.9,1e-07,0.033,0.001,1.35941
4,1,0.0033312,1.67331,5,10,13523,1e-07,0.033,0.001,1.51994
5,1,3.33498,1.71126,5,10,12895.2,1e-07,0.033,0.001,1.42102
6,1,0.0443581,1.6381,5,10,12189.7,1e-07,0.033,0.001,1.60237
7,1,0.0072536,1.80819,5,10,12477.1,1e-07,0.033,0.001,1.5848
8,1,8.79622,1.69018,5,10,12615.2,1e-07,0.033,0.001,1.6235
9,1,0.00974625,1.70108,5,10,12940.1,1e-07,0.033,0.001,1.53579
10,1,24.1497,1.67268,5,10,12172.1,1e-07,0.033,0.001,1.58747
1,2,664.119,0.584143,5,10,12035.1,1e-07,0.033,0.001,13.9775
2,2,0.239613,0.597058,5,10,13168.2,1e-07,0.033,0.001,13.9989
3,2,3.21829,0.623312,5,10,11609.2,1e-07,0.033,0.001,13.2111
4,2,0.895742,0.618316,5,10,12326.1,1e-07,0.033,0.001,13.476
5,2,0.000610828,0.61272,5,10,13056.4,1e-07,0.033,0.001,13.9257
6,2,308.154,0.595617,5,10,13171.1,1e-07,0.033,0.001,13.9636
7,2,0.543672,0.613128,5,10,12795.7,1e-07,0.033,0.001,13.9999
8,2,0.00328799,0.599735,5,10,11931.3,1e-07,0.033,0.001,13.8316
9,2,2.93075,0.599561,5,10,12905.7,1e-07,0.033,0.001,13.9998
10,2,1373.66,0.601041,5,10,14117,1e-07,0.033,0.001,13.6545
1,3,6.28028e-05,0.52585,5,10,13044.1,1e-07,0.033,0.001,13.573
2,3,0.00832578,0.464594,5,10,13941.6,1e-07,0.033,0.001,13.9718
3,3,0.0121333,0.438353,5,10,13698,1e-07,0.033,0.001,13.9948
4,3,0.0722001,0.470617,5,10,13253.7,1e-07,0.033,0.001,13.3579
5,3,0.000736653,0.591026,5,10,11956.7,1e-07,0.033,0.001,8.25902
6,3,0.00011482,0.485785,5,10,12034.6,1e-07,0.033,0.001,13.9193
7,3,0.0434158,0.532608,5,10,13537.1,1e-07,0.033,0.001,10.4247
8,3,114.658,0.514326,5,10,14220.4,1e-07,0.033,0.001,12.8055
9,3,4.68457,0.522821,5,10,13341,1e-07,0.033,0.001,11.3785
10,3,0.413541,0.445132,5,10,13758.1,1e-07,0.033,0.001,13.9683
1,4,1.35092,1.83664,5,10,12081.6,1e-07,0.033,0.001,0.487528
2,4,2.46065,1.82118,5,10,13182.9,1e-07,0.033,0.001,0.00206985
3,4,0.0238437,1.78733,5,10,13119.3,1e-07,0.033,0.001,0.211937
4,4,0.00712536,1.79285,5,10,12119.6,1e-07,0.033,0.001,0.0999487
5,4,43.3194,1.55743,5,10,10689.8,1e-07,0.033,0.001,1.14242
6,4,1915.46,1.74389,5,10,12425.9,1e-07,0.033,0.001,0.209169
7,4,0.00272803,1.74209,5,10,12780.7,1e-07,0.033,0.001,0.427219
8,4,0.0184964,1.69479,5,10,12892.2,1e-07,0.033,0.001,0.155524
9,4,1.4446,1.86576,5,10,12583.3,1e-07,0.033,0.001,0.136528
10,4,0.0129719,1.87273,5,10,14277,1e-07,0.033,0.001,0.0336341
