rep,id,alpha,D,E,C,B,ECLIPSE0,BUD0,ep,Time0
1,1,0.000220296,0.245497,5,10,6879.28,1e-07,0.033,0.001,11.8861
2,1,6.98205e-05,0.245182,5,10,7118.48,1e-07,0.033,0.001,13.9546
3,1,0.000362751,0.216237,5,10,7773.21,1e-07,0.033,0.001,13.3691
4,1,0.00181688,0.245243,5,10,7079.39,1e-07,0.033,0.001,10.1595
5,1,6.10492e-05,0.255977,5,10,7413.78,1e-07,0.033,0.001,14
6,1,8.55137e-05,0.24626,5,10,6369.23,1e-07,0.033,0.001,12.4852
7,1,0.00032299,0.214003,5,10,7720.57,1e-07,0.033,0.001,13.9881
8,1,0.0016736,0.239662,5,10,7248.32,1e-07,0.033,0.001,11.3176
9,1,0.00014891,0.219567,5,10,6832.88,1e-07,0.033,0.001,13.9995
10,1,5.60955e-05,0.275734,5,10,6720.79,1e-07,0.033,0.001,13.9984
1,2,0.00636915,0.461059,5,10,7742.65,1e-07,0.033,0.001,13.9963
2,2,0.00732825,0.455136,5,10,7142.13,1e-07,0.033,0.001,13.9497
3,2,0.0126462,0.454842,5,10,8054.95,1e-07,0.033,0.001,13.8518
4,2,0.00107686,0.442654,5,10,7215.99,1e-07,0.033,0.001,13.9933
5,2,0.00191436,0.45659,5,10,7220,1e-07,0.033,0.001,13.9494
6,2,0.00387541,0.455545,5,10,7192.12,1e-07,0.033,0.001,14
7,2,0.658933,0.458263,5,10,6668.87,1e-07,0.033,0.001,13.9999
8,2,0.00140257,0.46359,5,10,7825.04,1e-07,0.033,0.001,13.9995
9,2,0.0829382,0.43304,5,10,7057.8,1e-07,0.033,0.001,13.9986
10,2,0.00788241,0.450485,5,10,7525.27,1e-07,0.033,0.001,13.9998
1,3,0.000186077,0.311408,5,10,7305.08,1e-07,0.033,0.001,1.47431
2,3,0.000166871,0.314521,5,10,7951.81,1e-07,0.033,0.001,1.36936
3,3,0.00037871,0.308053,5,10,6807.73,1e-07,0.033,0.001,1.19864
4,3,0.000339442,0.304631,5,10,6186.09,1e-07,0.033,0.001,1.50097
5,3,0.000209148,0.302926,5,10,7460.95,1e-07,0.033,0.001,1.43942
6,3,0.000195153,0.301415,5,10,7169.64,1e-07,0.033,0.001,1.56138
7,3,0.000318427,0.311514,5,10,6688.62,1e-07,0.033,0.001,1.2966
8,3,0.00031115,0.306891,5,10,6626.08,1e-07,0.033,0.001,1.46016
9,3,0.000261255,0.312204,5,10,6976.1,1e-07,0.033,0.001,1.46216
10,3,0.000342266,0.303957,5,10,7048.1,1e-07,0.033,0.001,1.22086
