rep,id,eta_alpha,eta_D,eta_E,eta_C,eta_B,eta_ECLIPSE0,eta_BUD0,eta_ep,eta_Time0
1,1,6.18169,-0.199456,0,-2.64188,-0.363846,0,0,0,3.34264
2,1,7.72785,-0.276908,0,-1.8356,-0.0548349,0,0,0,2.23125
3,1,3.30809,-0.151015,0,-2.44631,-0.225071,0,0,0,-0.928895
4,1,1.56238,-0.198857,0,-1.99939,0.120842,0,0,0,1.54961
5,1,0.276407,-0.259186,0,0.933632,0.157523,0,0,0,8.74725
6,1,0.513344,-0.353025,0,1.42527,-0.140727,0,0,0,8.49747
7,1,0.722472,-0.170693,0,0.573959,-0.111404,0,0,0,-1.731
8,1,1.4683,-0.279572,0,-1.6059,0.260691,0,0,0,6.79918
9,1,0.435919,-0.233353,0,-0.981491,0.0924054,0,0,0,3.60214
10,1,4.34113,-0.183629,0,-2.48957,0.0450093,0,0,0,1.09421
1,2,4.24642,0.314398,0,1.51884,0.346609,0,0,0,2.8309
2,2,3.74311,0.288807,0,2.50635,0.203114,0,0,0,2.82321
3,2,7.69909,0.27377,0,1.18468,0.165424,0,0,0,0.891589
4,2,3.05154,0.29896,0,4.4335,0.309879,0,0,0,8.80707
5,2,5.21486,0.242413,0,3.88197,0.0944916,0,0,0,3.80429
6,2,8.40461,0.291874,0,4.58649,0.0179249,0,0,0,1.71838
7,2,8.28635,0.283603,0,3.36535,0.208078,0,0,0,2.43921
8,2,5.51069,0.26123,0,1.75731,0.0566825,0,0,0,5.28379
9,2,8.73272,0.312283,0,3.02986,0.341323,0,0,0,5.81047
10,2,5.89299,0.304338,0,1.54454,0.147197,0,0,0,3.82307
1,3,1.55732,-0.0805749,0,1.96316,0.0808799,0,0,0,-5.35548
2,3,2.53743,-0.0286434,0,-0.42202,-0.245144,0,0,0,-5.38692
3,3,8.84569,-0.0361469,0,-0.868136,-0.259434,0,0,0,-5.55986
4,3,7.39492,-0.0474823,0,-0.427248,-0.270465,0,0,0,-5.61849
5,3,1.88624,-0.0312784,0,0.00318984,-0.0167398,0,0,0,-5.67859
6,3,1.19481,-0.0273699,0,-0.0465953,0.0391015,0,0,0,-5.35434
7,3,13.4654,-0.0135,0,-1.16292,-0.380836,0,0,0,-5.39591
8,3,8.06281,-0.0121879,0,-1.2801,-0.289304,0,0,0,-5.6072
9,3,1.74266,-0.0568663,0,0.33645,-0.0476981,0,0,0,-5.40288
10,3,6.00001,-0.0210532,0,-1.01741,-0.336312,0,0,0,-5.56993
