rep,id,alpha,D,E,C,B,ECLIPSE0,BUD0,ep,Time0
1,1,1.72518,1.60916,5,10,8893.52,1e-07,0.033,0.001,1.3859
2,1,0.151353,1.58878,5,10,9555.48,1e-07,0.033,0.001,1.16245
3,1,3.73734,1.57557,5,10,9556.15,1e-07,0.033,0.001,1.23048
4,1,4110.36,1.66108,5,10,9195.6,1e-07,0.033,0.001,1.15213
5,1,0.00465347,1.70761,5,10,9016.97,1e-07,0.033,0.001,1.31316
6,1,8.41719,1.7117,5,10,9156.09,1e-07,0.033,0.001,1.16279
7,1,655.486,1.67807,5,10,8942.4,1e-07,0.033,0.001,1.14898
8,1,0.110798,1.64047,5,10,9193.85,1e-07,0.033,0.001,1.23841
9,1,0.339561,1.64963,5,10,9195.52,1e-07,0.033,0.001,1.37686
10,1,0.0222522,1.57728,5,10,9653.35,1e-07,0.033,0.001,1.21108
1,2,1.46672,0.5641,5,10,9099.53,1e-07,0.033,0.001,13.9999
2,2,0.0945855,0.587924,5,10,9651.68,1e-07,0.033,0.001,13.6127
3,2,0.000548894,0.595375,5,10,9929.41,1e-07,0.033,0.001,13.9994
4,2,0.0200458,0.585448,5,10,9206.07,1e-07,0.033,0.001,13.9787
5,2,0.014725,0.58785,5,10,8951.23,1e-07,0.033,0.001,13.9984
6,2,9.06277,0.578399,5,10,9184.89,1e-07,0.033,0.001,13.9999
7,2,0.328745,0.583289,5,10,9271.37,1e-07,0.033,0.001,13.9281
8,2,0.539345,0.577223,5,10,8515.18,1e-07,0.033,0.001,13.9999
9,2,608.369,0.573325,5,10,9400.12,1e-07,0.033,0.001,13.9586
10,2,0.142753,0.575501,5,10,8944.67,1e-07,0.033,0.001,13.9993
1,3,219.709,0.464094,5,10,9268.38,1e-07,0.033,0.001,13.4654
2,3,0.000130566,0.491985,5,10,8904.39,1e-07,0.033,0.001,13.9837
3,3,4.97538e-05,0.580077,5,10,9097.25,1e-07,0.033,0.001,13.9519
4,3,0.106398,0.64487,5,10,8937.21,1e-07,0.033,0.001,7.13923
5,3,17.9197,0.438963,5,10,9590.88,1e-07,0.033,0.001,13.9157
6,3,0.000358066,0.511726,5,10,9141.24,1e-07,0.033,0.001,11.0773
7,3,0.0525747,0.438919,5,10,9183.93,1e-07,0.033,0.001,13.9975
8,3,0.0373679,0.572475,5,10,9679.19,1e-07,0.033,0.001,8.08459
9,3,0.00321906,0.450496,5,10,9651.74,1e-07,0.033,0.001,13.6314
10,3,3.68569e-05,0.659141,5,10,9374.02,1e-07,0.033,0.001,13.9084
1,4,0.250684,1.7623,5,10,9251.65,1e-07,0.033,0.001,0.00899175
2,4,0.368399,1.5772,5,10,8911.33,1e-07,0.033,0.001,0.0166788
3,4,0.070782,1.78775,5,10,9067.86,1e-07,0.033,0.001,0.249299
4,4,0.0166166,1.6558,5,10,9260.87,1e-07,0.033,0.001,0.00402062
5,4,0.0959255,1.70901,5,10,9235.26,1e-07,0.033,0.001,0.0248272
6,4,90.692,1.64223,5,10,8766.02,1e-07,0.033,0.001,0.141543
7,4,1.88239,1.58986,5,10,9396.94,1e-07,0.033,0.001,0.00477415
8,4,53.7482,1.67858,5,10,9355.95,1e-07,0.033,0.001,0.0106484
9,4,0.0145416,1.8339,5,10,8882.63,1e-07,0.033,0.001,0.0228347
10,4,57.8828,1.64318,5,10,9314.61,1e-07,0.033,0.001,0.00125425
