rep,id,eta_alpha,eta_D,eta_E,eta_C,eta_B,eta_ECLIPSE0,eta_BUD0,eta_ep,eta_Time0
1,1,10.4629,0.524326,0,0,-0.0318946,0,0,0,-3.37559
2,1,8.02944,0.511581,0,0,0.0398976,0,0,0,-3.56911
3,1,11.236,0.503236,0,0,0.0399668,0,0,0,-3.50688
4,1,18.2389,0.556084,0,0,0.00150764,0,0,0,-3.57884
5,1,4.54744,0.583714,0,0,-0.0181092,0,0,0,-3.43529
6,1,12.0479,0.586101,0,0,-0.00279877,0,0,0,-3.56879
7,1,16.403,0.56626,0,0,-0.0264138,0,0,0,-3.58183
8,1,7.71754,0.543602,0,0,0.00131666,0,0,0,-3.49983
9,1,8.83749,0.549165,0,0,0.00149898,0,0,0,-3.38286
10,1,6.11227,0.504318,0,0,0.0500874,0,0,0,-3.5243
1,2,10.3006,-0.523908,0,0,-0.00899542,0,0,0,10.4157
2,2,7.55934,-0.482541,0,0,0.049914,0,0,0,2.39301
3,2,2.40998,-0.469948,0,0,0.0782833,0,0,0,8.8938
4,2,6.00785,-0.486762,0,0,0.00264501,0,0,0,5.3184
5,2,5.69938,-0.482667,0,0,-0.0254268,0,0,0,7.92373
6,2,12.1218,-0.498876,0,0,0.000342099,0,0,0,10.5876
7,2,8.80511,-0.490457,0,0,0.00971298,0,0,0,4.09942
8,2,9.30019,-0.500911,0,0,-0.0753668,0,0,0,11.0957
9,2,16.3284,-0.507687,0,0,0.0235043,0,0,0,4.65346
10,2,7.97095,-0.503898,0,0,-0.0261604,0,0,0,8.69329
1,3,15.3099,-0.719051,0,0,0.00939092,0,0,0,2.05997
2,3,0.973957,-0.660691,0,0,-0.0306735,0,0,0,5.58835
3,3,0.00916274,-0.495979,0,0,-0.00924596,0,0,0,4.50431
4,3,7.67702,-0.39009,0,0,-0.0269947,0,0,0,-1.12676
5,3,12.8035,-0.774725,0,0,0.0435945,0,0,0,3.93983
6,3,1.98279,-0.621349,0,0,-0.00442149,0,0,0,0.165904
7,3,6.97207,-0.774824,0,0,0.000237651,0,0,0,7.46185
8,3,6.63064,-0.50917,0,0,0.052761,0,0,0,-0.85413
9,3,4.17892,-0.74879,0,0,0.0499207,0,0,0,2.44391
10,3,-0.290881,-0.368202,0,0,0.0207244,0,0,0,3.85679
1,4,8.53403,0.615239,0,0,0.0075846,0,0,0,-8.63417
2,4,8.919,0.504268,0,0,-0.0298943,0,0,0,-7.95972
3,4,7.26944,0.629576,0,0,-0.0124817,0,0,0,-5.18062
4,4,5.82023,0.552898,0,0,0.00858031,0,0,0,-9.60747
5,4,7.5734,0.584532,0,0,0.00581057,0,0,0,-7.54062
6,4,14.4251,0.544671,0,0,-0.0463343,0,0,0,-5.75754
7,4,10.5501,0.512265,0,0,0.0231661,0,0,0,-9.3847
8,4,13.9019,0.566566,0,0,0.0187948,0,0,0,-8.44567
9,4,5.68685,0.655061,0,0,-0.0331205,0,0,0,-7.62808
10,4,13.976,0.54525,0,0,0.0143661,0,0,0,-12.0826
