D_pop,0.0730282,5.71349e-07,0.000136977,-0.0160162,-0.00160507,0.0396216,1.31416e-07,0.00115194,-0.000439056,0.000118185
B_pop,5.71349e-07,2.20941e-09,2.75531e-05,-1.55378e-05,-5.94323e-07,-0.000983135,4.99705e-10,3.34693e-05,-2.09778e-07,5.36393e-08
Time0_pop,0.000136977,2.75531e-05,15.1318,-0.749794,-0.000597359,-76.5185,7.64906e-06,8.4406,-0.000267627,-4.1326e-05
omega_alpha,-0.0160162,-1.55378e-05,-0.749794,39.5053,0.00176149,15.4953,-2.61587e-06,0.144046,-0.00297105,0.000554551
omega_D,-0.00160507,-5.94323e-07,-0.000597359,0.00176149,0.0385603,0.855579,-1.99147e-07,0.00750786,0.00131446,-0.000354653
omega_C,0.0396216,-0.000983135,-76.5185,15.4953,0.855579,30022.3,-0.000550451,-59.0495,1.01096,-0.274362
omega_B,1.31416e-07,4.99705e-10,7.64906e-06,-2.61587e-06,-1.99147e-07,-0.000550451,2.30386e-10,8.00292e-06,-1.26155e-07,3.40314e-08
omega_Time0,0.00115194,3.34693e-05,8.4406,0.144046,0.00750786,-59.0495,8.00292e-06,18.7963,0.0123614,-0.00332729
a,-0.000439056,-2.09778e-07,-0.000267627,-0.00297105,0.00131446,1.01096,-1.26155e-07,0.0123614,0.00570292,-0.00130759
b,0.000118185,5.36393e-08,-4.1326e-05,0.000554551,-0.000354653,-0.274362,3.40314e-08,-0.00332729,-0.00130759,0.000354449
