rep,id,alpha,D,E,C,B,ECLIPSE0,BUD0,ep,Time0
1,1,67252.3,1.65025,5,10,10329.9,1e-07,0.033,0.001,1.56668
2,1,0.00279535,1.67891,5,10,9909.89,1e-07,0.033,0.001,1.61895
3,1,0.052912,1.72697,5,10,9767.6,1e-07,0.033,0.001,1.48163
4,1,277921,1.6791,5,10,9729.04,1e-07,0.033,0.001,1.61351
5,1,874180,1.79932,5,10,10028.2,1e-07,0.033,0.001,1.33456
6,1,0.096858,1.58769,5,10,9791.65,1e-07,0.033,0.001,1.76144
7,1,0.0437092,1.81737,5,10,10045.3,1e-07,0.033,0.001,1.44694
8,1,0.0797938,1.72962,5,10,9541.43,1e-07,0.033,0.001,1.78575
9,1,0.435641,1.74069,5,10,10078.8,1e-07,0.033,0.001,1.49183
10,1,0.136372,1.64399,5,10,9799.23,1e-07,0.033,0.001,1.63961
1,2,296.521,0.62755,5,10,9835.67,1e-07,0.033,0.001,13.9932
2,2,0.0625279,0.60491,5,10,9891.72,1e-07,0.033,0.001,13.9995
3,2,0.00176663,0.597285,5,10,9553.3,1e-07,0.033,0.001,13.9898
4,2,0.426634,0.619022,5,10,9747.51,1e-07,0.033,0.001,13.5687
5,2,0.00149,0.624984,5,10,9591.06,1e-07,0.033,0.001,13.8179
6,2,159.169,0.60085,5,10,10004.1,1e-07,0.033,0.001,13.9755
7,2,0.391511,0.577555,5,10,9807.75,1e-07,0.033,0.001,14
8,2,0.0209188,0.591683,5,10,9454.05,1e-07,0.033,0.001,13.9742
9,2,28.7182,0.597107,5,10,9983.64,1e-07,0.033,0.001,13.9996
10,2,959.942,0.594693,5,10,9934.66,1e-07,0.033,0.001,13.9839
1,3,0.103148,0.557935,5,10,9950.83,1e-07,0.033,0.001,10.8895
2,3,0.00373906,0.491546,5,10,10096.5,1e-07,0.033,0.001,12.4167
3,3,0.492389,0.450682,5,10,10075,1e-07,0.033,0.001,13.9367
4,3,7.53714e-05,0.532661,5,10,9575.17,1e-07,0.033,0.001,13.9997
5,3,1.93642,0.49963,5,10,9537.42,1e-07,0.033,0.001,11.2732
6,3,0.00147216,0.454248,5,10,9639.45,1e-07,0.033,0.001,13.7835
7,3,0.133102,0.477302,5,10,10007.9,1e-07,0.033,0.001,13.4851
8,3,3355.88,0.471426,5,10,9612.82,1e-07,0.033,0.001,13.8945
9,3,222.645,0.518958,5,10,10037,1e-07,0.033,0.001,11.6459
10,3,5.10497e-05,0.605441,5,10,9720.14,1e-07,0.033,0.001,13.9851
1,4,1132.87,1.83074,5,10,9772.29,1e-07,0.033,0.001,0.32777
2,4,2.35201,1.91149,5,10,9821.71,1e-07,0.033,0.001,0.00314533
3,4,67.2656,1.80779,5,10,9840.11,1e-07,0.033,0.001,0.303554
4,4,0.0155255,1.86898,5,10,10210.4,1e-07,0.033,0.001,0.036029
5,4,14.4943,1.60505,5,10,9741.96,1e-07,0.033,0.001,0.376436
6,4,1234.92,1.70241,5,10,9891.13,1e-07,0.033,0.001,0.197629
7,4,0.119566,1.79409,5,10,9794.08,1e-07,0.033,0.001,0.332936
8,4,0.0831203,1.75527,5,10,9882.26,1e-07,0.033,0.001,0.188749
9,4,2.40423,1.97975,5,10,9464.02,1e-07,0.033,0.001,0.019892
10,4,0.099913,1.81125,5,10,10006.8,1e-07,0.033,0.001,0.0384624
