rep,id,eta_alpha,eta_D,eta_E,eta_C,eta_B,eta_ECLIPSE0,eta_BUD0,eta_ep,eta_Time0
1,1,14.2957,0.456017,0,218.07,5.55401e-06,0,0,0,-3.24621
2,1,14.2099,0.477268,0,78.6126,3.96918e-06,0,0,0,-3.36362
3,1,24.1624,0.533689,0,121.086,-5.83558e-07,0,0,0,-3.63399
4,1,7.37503,0.470818,0,209.197,3.14941e-06,0,0,0,-3.28564
5,1,18.4864,0.464541,0,56.4493,5.13218e-06,0,0,0,-3.22282
6,1,6.73997,0.498881,0,176.789,-4.35344e-06,0,0,0,-3.38273
7,1,14.37,0.491997,0,45.6607,5.54763e-06,0,0,0,-3.62167
8,1,23.9596,0.490936,0,108.483,6.18829e-06,0,0,0,-3.39305
9,1,4.84968,0.535939,0,12.3032,9.30158e-06,0,0,0,-3.20597
10,1,10.941,0.493754,0,7.7314,-3.1046e-06,0,0,0,-3.24185
1,2,9.90672,-0.53638,0,160.914,-1.35176e-05,0,0,0,5.98407
2,2,14.5672,-0.554479,0,247.226,-1.40385e-08,0,0,0,5.55836
3,2,22.3491,-0.523436,0,158.485,-7.59838e-06,0,0,0,4.1669
4,2,17.7652,-0.542275,0,99.1058,7.42449e-06,0,0,0,5.50051
5,2,13.5609,-0.515253,0,80.1491,9.37117e-06,0,0,0,3.31439
6,2,2.7591,-0.493338,0,141.857,-1.31338e-06,0,0,0,2.24471
7,2,27.7241,-0.516864,0,78.2581,2.88012e-05,0,0,0,9.11265
8,2,17.8034,-0.526008,0,143.756,2.14134e-06,0,0,0,10.949
9,2,25.0784,-0.519577,0,6.40334,1.30259e-05,0,0,0,7.63789
10,2,12.6551,-0.508374,0,77.0201,7.68302e-06,0,0,0,4.48653
1,3,7.46532,-0.479997,0,-24.4556,1.51855e-06,0,0,0,7.37013
2,3,11.4729,-0.490285,0,41.9304,1.42784e-05,0,0,0,-0.892485
3,3,9.22191,-0.856182,0,27.0631,4.43329e-06,0,0,0,5.71323
4,3,0.0432359,-0.408634,0,-75.5764,-2.16717e-06,0,0,0,8.63305
5,3,23.7725,-0.479995,0,-12.7397,2.01202e-05,0,0,0,12.0061
6,3,3.42303,-0.401267,0,-34.0147,-1.27936e-05,0,0,0,1.32164
7,3,23.795,-0.46047,0,169.293,-5.7692e-06,0,0,0,-1.12718
8,3,4.16069,-0.485469,0,-38.9447,-1.12765e-05,0,0,0,1.8354
9,3,12.5744,-0.470152,0,182.721,9.48469e-06,0,0,0,-0.992562
10,3,3.47691,-0.502151,0,-118.594,-9.01084e-06,0,0,0,11.4067
1,4,16.4556,0.435838,0,215.733,-2.53905e-05,0,0,0,-8.33767
2,4,11.5318,0.600742,0,84.1485,1.991e-05,0,0,0,-7.59833
3,4,8.21269,0.498768,0,173.007,1.3148e-05,0,0,0,-13.4143
4,4,4.23166,0.538819,0,99.2084,-1.00381e-05,0,0,0,-4.86132
5,4,17.3144,0.483097,0,20.5196,6.67542e-08,0,0,0,-4.56808
6,4,7.96191,0.396014,0,19.1275,-5.98908e-06,0,0,0,-5.85663
7,4,9.25965,0.578407,0,192.52,-1.21613e-05,0,0,0,-5.19441
8,4,19.3105,0.53023,0,83.9396,-1.00568e-06,0,0,0,-8.72343
9,4,5.21054,0.49567,0,228.772,-1.63361e-05,0,0,0,-5.62127
10,4,7.53092,0.637786,0,93.8481,-1.04958e-05,0,0,0,-9.67093
