rep,id,alpha,D,E,C,B,ECLIPSE0,BUD0,ep,Time0
1,1,2.13136e+07,1.56131,5,15,8828.18,1e-07,0.033,0.001,1.5588
2,1,6.67265,1.59391,5,15,8828.04,1e-07,0.033,0.001,1.10463
3,1,0.00443276,1.57038,5,15,8827.82,1e-07,0.033,0.001,1.58833
4,1,0.114609,1.57569,5,15,8828,1e-07,0.033,0.001,1.41796
5,1,247.726,1.57773,5,15,8827.82,1e-07,0.033,0.001,1.5158
6,1,0.0020514,1.64379,5,15,8827.79,1e-07,0.033,0.001,1.72303
7,1,0.0089246,1.50232,5,14.9311,8827.55,1e-07,0.033,0.001,1.35152
8,1,0.0404168,1.56439,5,15,8828.27,1e-07,0.033,0.001,1.21056
9,1,0.00221829,1.63022,5,15,8827.75,1e-07,0.033,0.001,1.46863
10,1,17.9678,1.59555,5,15,8827.67,1e-07,0.033,0.001,1.21766
1,2,0.000963176,0.58196,5,15,8827.97,1e-07,0.033,0.001,13.6907
2,2,1.45679,0.547842,5,14.9728,8827.63,1e-07,0.033,0.001,14
3,2,0.589437,0.549824,5,15,8827.9,1e-07,0.033,0.001,13.9973
4,2,5.65981e+06,0.558488,5,15,8827.13,1e-07,0.033,0.001,13.9628
5,2,141.693,0.55325,5,15,8827.67,1e-07,0.033,0.001,13.9902
6,2,195.644,0.557498,5,15,8828.32,1e-07,0.033,0.001,13.9905
7,2,4.7588e+06,0.547396,5,15,8827.56,1e-07,0.033,0.001,13.9215
8,2,2708.22,0.563037,5,15,8827.69,1e-07,0.033,0.001,14
9,2,0.00753459,0.568109,5,15,8827.83,1e-07,0.033,0.001,13.9378
10,2,2.30349,0.571881,5,11.6377,8827.97,1e-07,0.033,0.001,13.9967
1,3,2.82473e-05,0.645118,5,1.9201,8827.98,1e-07,0.033,0.001,13.9999
2,3,6.31693e-05,0.632892,5,1,8827.57,1e-07,0.033,0.001,13.9846
3,3,3805.66,0.618448,5,15,8827.86,1e-07,0.033,0.001,7.04489
4,3,0.000286629,0.579325,5,15,8828.42,1e-07,0.033,0.001,9.75
5,3,0.0499507,0.575511,5,1,8827.77,1e-07,0.033,0.001,13.9999
6,3,94.4426,0.586553,5,1,8827.22,1e-07,0.033,0.001,13.6435
7,3,0.00686168,0.592624,5,1,8828.29,1e-07,0.033,0.001,13.572
8,3,2456.77,0.597608,5,1,8827.57,1e-07,0.033,0.001,13.9419
9,3,0.000503123,0.454417,5,7.7167,8828.08,1e-07,0.033,0.001,13.9545
10,3,161.151,0.618665,5,1.00001,8827.62,1e-07,0.033,0.001,12.5669
1,4,2.75781,1.63922,5,15,8827.72,1e-07,0.033,0.001,0.23633
2,4,73.9913,1.68404,5,15,8827.09,1e-07,0.033,0.001,0.105512
3,4,1353.4,1.62969,5,15,8827.94,1e-07,0.033,0.001,0.211401
4,4,11029,1.63144,5,14.9999,8827.57,1e-07,0.033,0.001,0.140033
5,4,26880.7,1.68264,5,15,8828.22,1e-07,0.033,0.001,0.00102636
6,4,0.1126,1.65404,5,15,8828.39,1e-07,0.033,0.001,0.105277
7,4,0.185954,1.4723,5,14.9982,8827.51,1e-07,0.033,0.001,0.388373
8,4,3062.74,1.60211,5,14.9999,8827.78,1e-07,0.033,0.001,0.146466
9,4,0.0226584,1.58376,5,15,8828.07,1e-07,0.033,0.001,0.334538
10,4,3597.96,1.79006,5,14.9808,8827.71,1e-07,0.033,0.001,0.0610633
