rep,id,eta_alpha,eta_D,eta_E,eta_C,eta_B,eta_ECLIPSE0,eta_BUD0,eta_ep,eta_Time0
1,1,2.68676,-0.296081,0,0,0.0838388,0,0,0,-2.15181
2,1,0.0929037,-0.292492,0,0,0.0336698,0,0,0,1.87574
3,1,2.27152,-0.16816,0,0,0.0445999,0,0,0,-2.87684
4,1,-0.138156,-0.196769,0,0,0.0257921,0,0,0,4.14295
5,1,0.133687,-0.282934,0,0,0.0759761,0,0,0,10.6791
6,1,6.33135,-0.225301,0,0,-0.000613285,0,0,0,-2.86336
7,1,2.0431,-0.201375,0,0,0.0313732,0,0,0,-2.77836
8,1,0.415886,-0.272676,0,0,0.0649559,0,0,0,2.14006
9,1,0.107222,-0.289372,0,0,-0.0774775,0,0,0,5.94393
10,1,0.106455,-0.2127,0,0,0.00720113,0,0,0,3.93965
1,2,5.69691,0.288732,0,0,-0.0208784,0,0,0,4.0564
2,2,4.0604,0.298129,0,0,-0.0116495,0,0,0,3.44705
3,2,4.50649,0.317414,0,0,0.00360293,0,0,0,2.90938
4,2,8.2171,0.301778,0,0,0.0138363,0,0,0,6.81894
5,2,3.45118,0.29162,0,0,0.0652206,0,0,0,6.40031
6,2,6.68662,0.290981,0,0,-0.03446,0,0,0,4.93323
7,2,4.64385,0.26286,0,0,-0.0304502,0,0,0,1.59311
8,2,3.3229,0.30984,0,0,-0.048815,0,0,0,4.22856
9,2,5.85639,0.312466,0,0,-0.0586621,0,0,0,3.06409
10,2,4.44843,0.307813,0,0,-0.0363607,0,0,0,1.23724
1,3,1.42375,-0.0252208,0,0,-0.0523059,0,0,0,-5.63762
2,3,1.09697,-0.0259706,0,0,0.0620993,0,0,0,-5.60736
3,3,0.891816,-0.0377504,0,0,-0.00287747,0,0,0,-5.25919
4,3,1.04969,-0.0330498,0,0,-0.0340818,0,0,0,-5.34614
5,3,1.08193,-0.0179405,0,0,0.0820697,0,0,0,-5.66287
6,3,1.30926,-0.0571604,0,0,-0.0175148,0,0,0,-5.66539
7,3,0.977928,-0.0384909,0,0,-0.0860765,0,0,0,-5.11185
8,3,1.11762,-0.0232444,0,0,-0.00393132,0,0,0,-5.43545
9,3,1.03363,-0.0486758,0,0,-0.000576036,0,0,0,-5.29613
10,3,1.1742,-0.0325825,0,0,-0.045242,0,0,0,-5.42834
