rep,id,eta_alpha,eta_D,eta_E,eta_C,eta_B,eta_ECLIPSE0,eta_BUD0,eta_ep,eta_Time0
1,1,14.5232,0.529854,0,0,3.89351e-05,0,0,0,-2.99103
2,1,6.40258,0.542419,0,0,-1.1237e-05,0,0,0,-2.97895
3,1,11.6265,0.56616,0,0,-1.2966e-05,0,0,0,-2.96714
4,1,20.8182,0.503484,0,0,5.3806e-06,0,0,0,-2.96476
5,1,5.73304,0.55562,0,0,2.22289e-05,0,0,0,-2.9849
6,1,8.80313,0.505747,0,0,-1.37869e-05,0,0,0,-3.01307
7,1,8.39753,0.537891,0,0,7.86423e-06,0,0,0,-2.98781
8,1,6.66622,0.556539,0,0,-1.34822e-05,0,0,0,-2.97792
9,1,12.7591,0.537764,0,0,1.33094e-05,0,0,0,-2.99339
10,1,20.8506,0.516855,0,0,-3.12007e-05,0,0,0,-2.99443
1,2,20.6693,-0.440037,0,0,-1.80632e-05,0,0,0,9.06377
2,2,6.90761,-0.468267,0,0,3.36359e-06,0,0,0,5.42318
3,2,3.20002,-0.461905,0,0,-2.80176e-05,0,0,0,2.88137
4,2,8.80527,-0.449029,0,0,-5.10683e-07,0,0,0,1.54764
5,2,4.01532,-0.443378,0,0,2.56789e-05,0,0,0,2.42159
6,2,17.8806,-0.450672,0,0,2.26649e-05,0,0,0,3.39191
7,2,5.20496,-0.452218,0,0,-9.14149e-06,0,0,0,10.2235
8,2,3.32927,-0.474852,0,0,-3.69329e-05,0,0,0,5.13634
9,2,6.83172,-0.468984,0,0,7.47891e-06,0,0,0,3.64971
10,2,16.1097,-0.471819,0,0,4.76552e-05,0,0,0,3.66941
1,3,1.64891,-0.67586,0,0,6.55328e-06,0,0,0,2.21348
2,3,5.62426,-0.654654,0,0,2.44809e-05,0,0,0,0.0031502
3,3,9.64112,-0.781588,0,0,1.11316e-05,0,0,0,4.12376
4,3,4.28283,-0.599952,0,0,-1.62358e-05,0,0,0,-0.236873
5,3,2.79922,-0.590182,0,0,-2.8617e-05,0,0,0,-0.420274
6,3,4.6281,-0.758568,0,0,-1.08024e-05,0,0,0,1.24253
7,3,5.1065,-0.509434,0,0,2.00345e-05,0,0,0,-0.947591
8,3,24.2916,-0.732934,0,0,4.54883e-05,0,0,0,4.66643
9,3,1.70201,-0.714295,0,0,1.16148e-05,0,0,0,8.23141
10,3,2.88216,-0.719819,0,0,2.3685e-06,0,0,0,3.03731
1,4,6.4401,0.489436,0,0,-8.74284e-06,0,0,0,-3.70466
2,4,9.63207,0.664934,0,0,3.66771e-06,0,0,0,-3.8772
3,4,7.46288,0.512525,0,0,6.19257e-06,0,0,0,-3.65823
4,4,7.79436,0.59715,0,0,2.75922e-05,0,0,0,-3.92903
5,4,13.8649,0.480169,0,0,-2.28099e-05,0,0,0,-3.56677
6,4,12.4381,0.649015,0,0,-2.22073e-05,0,0,0,-3.82887
7,4,6.34489,0.58824,0,0,4.65337e-06,0,0,0,-3.72915
8,4,4.53462,0.577439,0,0,1.48145e-05,0,0,0,-3.56278
9,4,9.73202,0.558759,0,0,-3.11583e-05,0,0,0,-3.55952
10,4,7.72054,0.701039,0,0,6.49614e-06,0,0,0,-3.67211
