rep,id,eta_alpha,eta_D,eta_E,eta_C,eta_B,eta_ECLIPSE0,eta_BUD0,eta_ep,eta_Time0
1,1,2.5118,-0.291588,0,0,-0.062546,0,0,0,-2.35827
2,1,0.362711,-0.281768,0,0,0.141578,0,0,0,2.9505
3,1,0.647937,-0.281573,0,0,0.160368,0,0,0,4.42609
4,1,2.99626,-0.406836,0,0,-0.0203593,0,0,0,9.90427
5,1,0.235943,-0.247782,0,0,-0.0355004,0,0,0,11.6151
6,1,0.39807,-0.257032,0,0,-0.261682,0,0,0,1.13223
7,1,1.82926,-0.410385,0,0,0.15898,0,0,0,5.0258
8,1,0.218062,-0.234448,0,0,0.224056,0,0,0,0.433539
9,1,1.36865,-0.403326,0,0,-0.070878,0,0,0,8.53807
10,1,0.727763,-0.261046,0,0,-0.213321,0,0,0,3.48069
1,2,5.57005,0.359143,0,0,0.0545462,0,0,0,2.93122
2,2,7.58163,0.337949,0,0,0.0869697,0,0,0,3.37326
3,2,6.92249,0.323886,0,0,0.250647,0,0,0,1.88044
4,2,2.72963,0.319042,0,0,0.0738933,0,0,0,4.90463
5,2,4.14671,0.34167,0,0,0.0584483,0,0,0,2.60755
6,2,5.18478,0.341184,0,0,-0.01052,0,0,0,1.84814
7,2,11.7891,0.351107,0,0,-0.119774,0,0,0,8.0702
8,2,3.91167,0.358567,0,0,0.159545,0,0,0,5.39558
9,2,8.00372,0.29073,0,0,0.0509368,0,0,0,3.73211
10,2,4.42902,0.330666,0,0,0.148948,0,0,0,9.62354
1,3,1.63158,-0.0508395,0,0,0.00578702,0,0,0,-6.4254
2,3,2.22526,-0.0473747,0,0,0.00851558,0,0,0,-6.67582
3,3,1.4911,-0.0236272,0,0,0.077483,0,0,0,-6.38472
4,3,1.94301,-0.0527206,0,0,-0.0800979,0,0,0,-6.28755
5,3,1.74767,-0.0751309,0,0,-0.0948636,0,0,0,-6.19662
6,3,1.66424,-0.0834751,0,0,-0.0888177,0,0,0,-6.19425
7,3,2.01106,-0.0371186,0,0,-0.0682385,0,0,0,-6.40834
8,3,1.77143,-0.0489919,0,0,-0.0242258,0,0,0,-6.3544
9,3,2.3364,-0.0564657,0,0,-0.138223,0,0,0,-6.32413
10,3,1.13976,-0.0141937,0,0,0.164426,0,0,0,-6.34185
