rep,id,alpha,D,E,C,B,ECLIPSE0,BUD0,ep,Time0
1,1,0.000143059,0.246399,5,10,6480.19,1e-07,0.033,0.001,11.9147
2,1,8.46859e-05,0.228818,5,10,7048.89,1e-07,0.033,0.001,13.8582
3,1,0.000231513,0.240402,5,10,6873.82,1e-07,0.033,0.001,12.2316
4,1,0.00811058,0.21314,5,10,6554.27,1e-07,0.033,0.001,13.9989
5,1,5.21507e-05,0.257183,5,10,8588.97,1e-07,0.033,0.001,13.9995
6,1,0.000125065,0.251753,5,10,4247.17,1e-07,0.033,0.001,13.9836
7,1,0.00012513,0.229789,5,10,8631.4,1e-07,0.033,0.001,13.9963
8,1,0.0283295,0.226082,5,10,9442.15,1e-07,0.033,0.001,13.0516
9,1,6.4403e-05,0.233497,5,10,7867.42,1e-07,0.033,0.001,13.9975
10,1,0.00171139,0.262977,5,10,11484.9,1e-07,0.033,0.001,11.0041
1,2,0.935719,0.46117,5,10,7769.96,1e-07,0.033,0.001,13.989
2,2,0.1061,0.458813,5,10,7120.18,1e-07,0.033,0.001,13.9462
3,2,0.00238171,0.450403,5,10,8346.97,1e-07,0.033,0.001,13.9454
4,2,1.7038,0.446386,5,10,6959.05,1e-07,0.033,0.001,13.9998
5,2,0.0251688,0.46134,5,10,6961.7,1e-07,0.033,0.001,13.9985
6,2,0.00667632,0.452072,5,10,7335.9,1e-07,0.033,0.001,13.9999
7,2,15939.8,0.458703,5,10,6950.54,1e-07,0.033,0.001,13.9941
8,2,0.0105583,0.464185,5,10,9667.82,1e-07,0.033,0.001,13.9794
9,2,2.1783,0.438087,5,10,8416.66,1e-07,0.033,0.001,13.9977
10,2,0.0519092,0.448313,5,10,7684.24,1e-07,0.033,0.001,13.9989
1,3,0.000584398,0.300872,5,10,5936.12,1e-07,0.033,0.001,1.29838
2,3,0.000341482,0.307671,5,10,6895.25,1e-07,0.033,0.001,1.20841
3,3,0.00038598,0.300837,5,10,5852.05,1e-07,0.033,0.001,1.72301
4,3,0.000830268,0.306056,5,10,5969.34,1e-07,0.033,0.001,1.22483
5,3,0.00127699,0.290708,5,10,5491.72,1e-07,0.033,0.001,1.33684
6,3,0.000672445,0.302791,5,10,5889.58,1e-07,0.033,0.001,1.2485
7,3,0.00389343,0.295512,5,10,5093.73,1e-07,0.033,0.001,1.44341
8,3,0.00026323,0.311235,5,10,6589.11,1e-07,0.033,0.001,1.41512
9,3,0.000248617,0.314935,5,10,6885.81,1e-07,0.033,0.001,1.35357
10,3,0.000245731,0.312659,5,10,6909.37,1e-07,0.033,0.001,1.36983
