rep,id,eta_alpha,eta_D,eta_E,eta_C,eta_B,eta_ECLIPSE0,eta_BUD0,eta_ep,eta_Time0
1,1,1.06534,-0.270414,0,0,-0.0135107,0,0,0,-1.35229
2,1,0.541025,-0.344438,0,0,0.0706097,0,0,0,1.48696
3,1,1.54671,-0.295052,0,0,0.0454592,0,0,0,-1.1612
4,1,5.103,-0.415418,0,0,-0.00214308,0,0,0,6.38105
5,1,0.0562128,-0.227578,0,0,0.268218,0,0,0,7.05776
6,1,0.930906,-0.248917,0,0,-0.436008,0,0,0,3.65262
7,1,0.931425,-0.340207,0,0,0.273146,0,0,0,5.15249
8,1,6.35374,-0.356468,0,0,0.362923,0,0,0,-0.473209
9,1,0.267237,-0.324196,0,0,0.180469,0,0,0,5.53086
10,1,3.54713,-0.205301,0,0,0.558775,0,0,0,-1.7941
1,2,9.85115,0.3564,0,0,0.168004,0,0,0,4.05634
2,2,7.67422,0.351277,0,0,0.0806728,0,0,0,2.46194
3,2,3.87765,0.332777,0,0,0.239638,0,0,0,2.44713
4,2,10.4504,0.323817,0,0,0.0577831,0,0,0,8.1954
5,2,6.23544,0.356769,0,0,0.0581625,0,0,0,6.04355
6,2,4.9084,0.336474,0,0,0.11052,0,0,0,8.81399
7,2,19.5942,0.351036,0,0,0.0565588,0,0,0,4.68435
8,2,5.36675,0.362917,0,0,0.386543,0,0,0,3.42666
9,2,10.6961,0.30505,0,0,0.247952,0,0,0,5.6091
10,2,6.95933,0.328125,0,0,0.15691,0,0,0,6.32604
1,3,2.47266,-0.0706807,0,0,-0.101204,0,0,0,-5.37642
2,3,1.93537,-0.0483359,0,0,0.0485718,0,0,0,-5.45535
3,3,2.05786,-0.0707989,0,0,-0.115469,0,0,0,-5.05927
4,3,2.82382,-0.0536004,0,0,-0.095624,0,0,0,-5.44056
5,3,3.25433,-0.105048,0,0,-0.179019,0,0,0,-5.34418
6,3,2.613,-0.0643241,0,0,-0.109075,0,0,0,-5.41955
7,3,4.36912,-0.088657,0,0,-0.25425,0,0,0,-5.25897
8,3,1.6751,-0.0368186,0,0,0.00315738,0,0,0,-5.28103
9,3,1.61799,-0.0250023,0,0,0.0472024,0,0,0,-5.33041
10,3,1.60631,-0.0322531,0,0,0.0506185,0,0,0,-5.31717
