rep,id,alpha,D,E,C,B,ECLIPSE0,BUD0,ep,Time0
1,1,5.51284e-05,0.254859,5,10,6232.54,1e-07,0.033,0.001,13.983
2,1,6.92256e-05,0.252643,5,10,6229.25,1e-07,0.033,0.001,12.7092
3,1,5.65678e-05,0.255488,5,10,6345.8,1e-07,0.033,0.001,14
4,1,0.00736367,0.251537,5,10,6337.79,1e-07,0.033,0.001,9.62414
5,1,0.000119177,0.229421,5,10,6818.09,1e-07,0.033,0.001,13.2464
6,1,0.00011249,0.248378,5,10,6379.43,1e-07,0.033,0.001,11.2091
7,1,7.49465e-05,0.236901,5,10,6461.34,1e-07,0.033,0.001,13.4864
8,1,0.014383,0.247863,5,10,6948.63,1e-07,0.033,0.001,9.04178
9,1,3.65356e-05,0.27689,5,10,6759.93,1e-07,0.033,0.001,13.9802
10,1,4.49954e-05,0.275084,5,10,6539.02,1e-07,0.033,0.001,13.5322
1,2,0.0154478,0.418014,5,10,6501.84,1e-07,0.033,0.001,13.9533
2,2,0.0163451,0.428672,5,10,6421.05,1e-07,0.033,0.001,13.9815
3,2,0.0070206,0.431613,5,10,7131.18,1e-07,0.033,0.001,13.9951
4,2,0.00197792,0.427059,5,10,6332.26,1e-07,0.033,0.001,13.9995
5,2,0.0145567,0.453955,5,10,6271.58,1e-07,0.033,0.001,13.7394
6,2,0.00878956,0.429831,5,10,7135.03,1e-07,0.033,0.001,13.9943
7,2,0.000510724,0.441581,5,10,6681.5,1e-07,0.033,0.001,13.9879
8,2,0.0063562,0.438189,5,10,6630.11,1e-07,0.033,0.001,13.9957
9,2,0.00178861,0.431533,5,10,6774.11,1e-07,0.033,0.001,13.9956
10,2,0.000674778,0.435781,5,10,6322.26,1e-07,0.033,0.001,14
1,3,0.000126565,0.316575,5,10,6242.12,1e-07,0.033,0.001,1.58463
2,3,0.000164371,0.309031,5,10,6308.32,1e-07,0.033,0.001,1.17681
3,3,0.000122201,0.310281,5,10,6222.93,1e-07,0.033,0.001,1.69558
4,3,0.00016673,0.303512,5,10,6045.07,1e-07,0.033,0.001,1.33389
5,3,0.000165544,0.307746,5,10,5990.48,1e-07,0.033,0.001,1.50413
6,3,0.000107665,0.313777,5,10,6685.89,1e-07,0.033,0.001,1.59533
7,3,0.000157193,0.303879,5,10,6655.32,1e-07,0.033,0.001,1.25934
8,3,0.000186615,0.306647,5,10,6442.14,1e-07,0.033,0.001,0.988605
9,3,0.000132676,0.315713,5,10,6232.16,1e-07,0.033,0.001,1.61295
10,3,0.000107578,0.316268,5,10,7251.65,1e-07,0.033,0.001,1.34645
