rep,id,alpha,D,E,C,B,ECLIPSE0,BUD0,ep,Time0
1,1,0.0458442,1.7102,5,10,8883.98,1e-07,0.033,0.001,1.14652
2,1,9.72382,1.71493,5,10,8884.38,1e-07,0.033,0.001,1.23318
3,1,0.0708017,1.62746,5,10,8883.95,1e-07,0.033,0.001,1.4281
4,1,16.9664,1.62463,5,10,8882.77,1e-07,0.033,0.001,1.32233
5,1,0.00138568,1.61296,5,10,8883.55,1e-07,0.033,0.001,1.62558
6,1,2.29483,1.61495,5,10,8884.22,1e-07,0.033,0.001,1.36853
7,1,0.0730161,1.67877,5,10,8884.05,1e-07,0.033,0.001,1.32682
8,1,0.0123922,1.65796,5,10,8883.56,1e-07,0.033,0.001,1.47885
9,1,1079.26,1.63452,5,10,8883.92,1e-07,0.033,0.001,1.34644
10,1,22.586,1.56123,5,10,8884.7,1e-07,0.033,0.001,1.65921
1,2,0.0347746,0.607903,5,10,8883.22,1e-07,0.033,0.001,13.9993
2,2,137130,0.580219,5,10,8883.77,1e-07,0.033,0.001,13.9422
3,2,0.00132798,0.580763,5,10,8883.87,1e-07,0.033,0.001,13.9993
4,2,100.614,0.591292,5,10,8883.87,1e-07,0.033,0.001,13.6124
5,2,0.182254,0.561296,5,10,8883.39,1e-07,0.033,0.001,13.996
6,2,0.139984,0.579275,5,10,8883.47,1e-07,0.033,0.001,13.9594
7,2,833.112,0.577321,5,10,8883.58,1e-07,0.033,0.001,13.8979
8,2,253.081,0.572401,5,10,8883.86,1e-07,0.033,0.001,13.9991
9,2,0.00162149,0.589166,5,10,8883.64,1e-07,0.033,0.001,13.6435
10,2,0.0220421,0.570375,5,10,8884.59,1e-07,0.033,0.001,13.9965
1,3,557.29,0.602459,5,10,8883.75,1e-07,0.033,0.001,7.23477
2,3,940.006,0.594457,5,10,8884.09,1e-07,0.033,0.001,7.88073
3,3,0.226865,0.473053,5,10,8883.82,1e-07,0.033,0.001,11.6707
4,3,17.8801,0.649021,5,10,8883.53,1e-07,0.033,0.001,6.6651
5,3,117.152,0.426061,5,10,8884.09,1e-07,0.033,0.001,13.8968
6,3,0.00528522,0.555968,5,10,8882.65,1e-07,0.033,0.001,8.90152
7,3,127019,0.557512,5,10,8884.59,1e-07,0.033,0.001,9.31822
8,3,0.00356633,0.45712,5,10,8883.48,1e-07,0.033,0.001,13.0007
9,3,4.86358,0.728078,5,10,8884.01,1e-07,0.033,0.001,4.80379
10,3,0.00771325,0.439944,5,10,8883.54,1e-07,0.033,0.001,13.9913
1,4,0.355939,1.58804,5,10,8884.15,1e-07,0.033,0.001,0.151184
2,4,0.220277,1.71174,5,10,8883.43,1e-07,0.033,0.001,0.104093
3,4,1.13412,1.70074,5,10,8883.09,1e-07,0.033,0.001,0.00102379
4,4,0.0154602,1.77227,5,10,8883.63,1e-07,0.033,0.001,0.0933435
5,4,0.375782,1.66512,5,10,8883.8,1e-07,0.033,0.001,0.0263712
6,4,0.630551,1.61917,5,10,8884.57,1e-07,0.033,0.001,0.191283
7,4,0.0675711,1.54045,5,10,8883.95,1e-07,0.033,0.001,0.00779507
8,4,0.295293,1.61196,5,10,8883.55,1e-07,0.033,0.001,0.304743
9,4,0.959962,1.68807,5,10,8884.16,1e-07,0.033,0.001,0.101701
10,4,256.203,1.71063,5,10,8884.22,1e-07,0.033,0.001,0.217988
