rep,id,alpha,D,E,C,B,ECLIPSE0,BUD0,ep,Time0
1,1,4.93e-05,2.38743,5,10,13411.6,1e-07,0.033,0.001,14
2,1,4.93e-05,2.60554,5,10,14294.4,1e-07,0.033,0.001,14
3,1,4.93e-05,2.8852,5,10,15771.3,1e-07,0.033,0.001,14
4,1,4.93e-05,2.46041,5,10,13734,1e-07,0.033,0.001,14
5,1,4.93e-05,3.22027,5,10,17539.2,1e-07,0.033,0.001,14
6,1,4.93e-05,3.34594,5,10,18187.6,1e-07,0.033,0.001,14
7,1,4.93e-05,2.47422,5,10,13852.4,1e-07,0.033,0.001,14
8,1,4.93e-05,1.60174,5,10,10162.9,1e-07,0.033,0.001,14
9,1,4.93e-05,2.21308,5,10,12605.2,1e-07,0.033,0.001,14
10,1,4.93e-05,1.60101,5,10,10164.6,1e-07,0.033,0.001,14
1,2,4.93e-05,0.661911,5,10,28513.8,1e-07,0.033,0.001,14
2,2,4.93e-05,0.655155,5,10,37508.9,1e-07,0.033,0.001,14
3,2,4.93e-05,0.66596,5,10,31562,1e-07,0.033,0.001,14
4,2,4.93e-05,0.700996,5,10,16479.4,1e-07,0.033,0.001,14
5,2,4.93e-05,0.661705,5,10,30089.2,1e-07,0.033,0.001,14
6,2,4.93e-05,0.660844,5,10,36192.6,1e-07,0.033,0.001,14
7,2,4.93e-05,0.664952,5,10,29307.7,1e-07,0.033,0.001,13.9999
8,2,4.93e-05,0.682917,5,10,21518.8,1e-07,0.033,0.001,14
9,2,4.93e-05,0.648985,5,10,26146,1e-07,0.033,0.001,13.9999
10,2,4.93e-05,0.683204,5,10,31950.2,1e-07,0.033,0.001,14
1,3,4.93e-05,0.60518,5,10,10064.2,1e-07,0.033,0.001,14
2,3,4.93e-05,0.541428,5,10,14805,1e-07,0.033,0.001,14
3,3,4.93e-05,0.549401,5,10,11032.5,1e-07,0.033,0.001,14
4,3,4.93e-05,0.541917,5,10,11843.2,1e-07,0.033,0.001,14
5,3,4.93e-05,0.546215,5,10,14817.6,1e-07,0.033,0.001,14
6,3,4.93e-05,0.631361,5,10,8364.48,1e-07,0.033,0.001,14
7,3,4.93e-05,0.496806,5,10,25738.3,1e-07,0.033,0.001,14
8,3,4.93e-05,0.53708,5,10,17920.2,1e-07,0.033,0.001,14
9,3,4.93e-05,0.556772,5,10,13341.5,1e-07,0.033,0.001,14
10,3,4.93e-05,0.519587,5,10,16279.1,1e-07,0.033,0.001,14
1,4,4.93e-05,2.38954,5,10,13012.4,1e-07,0.033,0.001,14
2,4,4.93e-05,0.915299,5,10,7884.76,1e-07,0.033,0.001,14
3,4,4.93e-05,1.18287,5,10,8310.3,1e-07,0.033,0.001,13.9999
4,4,4.93e-05,1.7048,5,10,10152.3,1e-07,0.033,0.001,14
5,4,4.93e-05,2.22604,5,10,12314.9,1e-07,0.033,0.001,14
6,4,4.93e-05,3.07973,5,10,16258.8,1e-07,0.033,0.001,14
7,4,4.93e-05,2.86124,5,10,15092.9,1e-07,0.033,0.001,14
8,4,4.93e-05,1.02204,5,10,7952.77,1e-07,0.033,0.001,14
9,4,4.93e-05,1.41461,5,10,9090.63,1e-07,0.033,0.001,14
10,4,4.93e-05,3.40976,5,10,17983.1,1e-07,0.033,0.001,14
