rep,id,alpha,D,E,C,B,ECLIPSE0,BUD0,ep,Time0
1,1,0.00105296,0.23865,5,10,7106.48,1e-07,0.033,0.001,11.9095
2,1,7.22719e-05,0.243028,5,10,7154.05,1e-07,0.033,0.001,13.9748
3,1,0.000232911,0.235282,5,10,7500.25,1e-07,0.033,0.001,11.3573
4,1,0.00534706,0.229727,5,10,5847.13,1e-07,0.033,0.001,11.1117
5,1,0.000101278,0.240323,5,10,6710.49,1e-07,0.033,0.001,14
6,1,4.581e-05,0.289283,5,10,6143.15,1e-07,0.033,0.001,13.9884
7,1,22.6715,0.230318,5,10,7415.45,1e-07,0.033,0.001,10.4373
8,1,0.00015675,0.24142,5,10,8063.75,1e-07,0.033,0.001,12.3094
9,1,9.1088e-05,0.231827,5,10,6255.31,1e-07,0.033,0.001,13.997
10,1,0.000102088,0.247264,5,10,5771.94,1e-07,0.033,0.001,13.9813
1,2,0.015446,0.458064,5,10,7892.25,1e-07,0.033,0.001,13.9968
2,2,0.00974114,0.454849,5,10,7004.32,1e-07,0.033,0.001,13.9706
3,2,0.0494453,0.44617,5,10,7842.67,1e-07,0.033,0.001,13.9772
4,2,0.00401516,0.436987,5,10,7412.43,1e-07,0.033,0.001,13.9999
5,2,0.00618332,0.446379,5,10,7319.84,1e-07,0.033,0.001,13.9415
6,2,0.00928292,0.453006,5,10,6776.27,1e-07,0.033,0.001,13.9226
7,2,6.32847,0.462361,5,10,6238.71,1e-07,0.033,0.001,13.9988
8,2,0.00181447,0.460877,5,10,8499.46,1e-07,0.033,0.001,13.9941
9,2,0.0802576,0.436339,5,10,7656.4,1e-07,0.033,0.001,13.9989
10,2,0.0124488,0.451325,5,10,7785.51,1e-07,0.033,0.001,14
1,3,0.000546129,0.300064,5,10,6182.2,1e-07,0.033,0.001,1.1163
2,3,0.000254361,0.31206,5,10,7330.62,1e-07,0.033,0.001,1.04993
3,3,0.000361688,0.29986,5,10,6209.08,1e-07,0.033,0.001,1.43426
4,3,0.000216628,0.31128,5,10,6637.25,1e-07,0.033,0.001,1.46157
5,3,0.000205002,0.305314,5,10,6711.78,1e-07,0.033,0.001,1.4715
6,3,0.000313526,0.299928,5,10,6433.72,1e-07,0.033,0.001,1.33919
7,3,0.000321946,0.312561,5,10,6016.09,1e-07,0.033,0.001,1.42146
8,3,0.000179518,0.316885,5,10,7106.97,1e-07,0.033,0.001,1.44392
9,3,0.000368327,0.312529,5,10,6999.11,1e-07,0.033,0.001,1.03983
10,3,0.000212844,0.306671,5,10,6895.04,1e-07,0.033,0.001,1.59212
