rep,id,eta_alpha,eta_D,eta_E,eta_C,eta_B,eta_ECLIPSE0,eta_BUD0,eta_ep,eta_Time0
1,1,5.77029,-0.313812,0,0,-0.014358,0,0,0,-1.73597
2,1,0.133375,-0.279304,0,0,0.0311419,0,0,0,2.19427
3,1,2.61212,-0.391341,0,0,0.121784,0,0,0,5.24177
4,1,5.13505,-0.368393,0,0,-0.042319,0,0,0,-1.94679
5,1,0.245433,-0.270042,0,0,0.00976562,0,0,0,10.229
6,1,0.600196,-0.27799,0,0,-0.112785,0,0,0,-0.316299
7,1,0.654572,-0.326742,0,0,0.112142,0,0,0,8.56199
8,1,4.26108,-0.37921,0,0,0.0677275,0,0,0,-1.13928
9,1,1.47132,-0.374083,0,0,0.00679439,0,0,0,-0.0779262
10,1,0.879571,-0.180115,0,0,-0.0759325,0,0,0,-1.98771
1,2,5.67326,0.332955,0,0,0.0871715,0,0,0,5.4243
2,2,4.80758,0.331075,0,0,0.0534034,0,0,0,3.93889
3,2,5.92046,0.32404,0,0,0.130418,0,0,0,1.35494
4,2,7.21846,0.288294,0,0,0.0566585,0,0,0,7.36667
5,2,4.56265,0.316913,0,0,-0.00952185,0,0,0,2.0732
6,2,4.58788,0.338957,0,0,0.00209029,0,0,0,2.07779
7,2,9.08155,0.351529,0,0,-0.069316,0,0,0,5.94452
8,2,3.38417,0.352803,0,0,0.0914987,0,0,0,4.41725
9,2,6.79716,0.324977,0,0,-0.0195118,0,0,0,5.46383
10,2,5.58841,0.327847,0,0,0.0660319,0,0,0,8.19515
1,3,1.60887,-0.0551799,0,0,-0.0242996,0,0,0,-5.55107
2,3,1.10622,-0.0249734,0,0,0.085668,0,0,0,-5.42124
3,3,1.72192,-0.0769035,0,0,-0.0638311,0,0,0,-5.44871
4,3,1.62551,-0.042914,0,0,-0.0143191,0,0,0,-5.54639
5,3,1.60079,-0.0541201,0,0,0.0243713,0,0,0,-5.65106
6,3,1.5861,-0.0697207,0,0,0.06148,0,0,0,-5.70913
7,3,3.81421,-0.0681676,0,0,-0.190421,0,0,0,-5.88316
8,3,1.39005,-0.0240965,0,0,0.0675176,0,0,0,-5.59171
9,3,1.81914,-0.0593845,0,0,-0.08363,0,0,0,-5.43075
10,3,1.87953,-0.067579,0,0,-0.0960253,0,0,0,-5.67949
