D_pop,0.0720142,-5.20097e-07,-0.0167906,0.0015935,-0.00163176,0.835037,-1.47298e-07,-0.0139554,-0.000367647,9.99223e-05
B_pop,-5.20097e-07,5.07416e-09,0.00014572,-0.000154815,1.36956e-06,-0.00849932,1.15418e-09,0.000171531,9.25576e-07,-2.37674e-07
Time0_pop,-0.0167906,0.00014572,18.1004,-5.99592,0.0504068,-327.84,3.40963e-05,11.792,0.0328755,-0.00851614
omega_alpha,0.0015935,-0.000154815,-5.99592,50.4855,-0.0436253,389.344,-7.38042e-05,-6.11448,-0.0351189,0.00885121
omega_D,-0.00163176,1.36956e-06,0.0504068,-0.0436253,0.0388479,-2.7827,2.40067e-07,0.077018,0.00142257,-0.000380401
omega_C,0.835037,-0.00849932,-327.84,389.344,-2.7827,20765.3,-0.00246172,-419.487,-1.90016,0.486405
omega_B,-1.47298e-07,1.15418e-09,3.40963e-05,-7.38042e-05,2.40067e-07,-0.00246172,9.56853e-10,2.70904e-05,1.51025e-07,-3.97252e-08
omega_Time0,-0.0139554,0.000171531,11.792,-6.11448,0.077018,-419.487,2.70904e-05,25.8109,0.0601352,-0.0155149
a,-0.000367647,9.25576e-07,0.0328755,-0.0351189,0.00142257,-1.90016,1.51025e-07,0.0601352,0.0058293,-0.00133494
b,9.99223e-05,-2.37674e-07,-0.00851614,0.00885121,-0.000380401,0.486405,-3.97252e-08,-0.0155149,-0.00133494,0.000360145
