rep,id,eta_alpha,eta_D,eta_E,eta_C,eta_B,eta_ECLIPSE0,eta_BUD0,eta_ep,eta_Time0
1,1,0,0.619574,0,0,-0.332066,0,0,0,-4.5235
2,1,0,1.10412,0,0,-0.00675492,0,0,0,9.10882
3,1,0,0.945442,0,0,-0.119579,0,0,0,-2.80948
4,1,0,1.11478,0,0,0.00470336,0,0,0,1.50323
5,1,0,0.658405,0,0,-0.305419,0,0,0,-1.7734
6,1,0,0.890268,0,0,-0.156889,0,0,0,2.70094
7,1,0,0.678899,0,0,-0.29564,0,0,0,3.58821
8,1,0,0.445095,0,0,-0.426453,0,0,0,0.363423
9,1,0,0.908747,0,0,-0.156744,0,0,0,-2.44288
10,1,0,0.850243,0,0,-0.186119,0,0,0,-6.35286
1,2,0,-0.530328,0,0,0.648746,0,0,0,-4.47849
2,2,0,-0.527074,0,0,0.683172,0,0,0,-2.34155
3,2,0,-0.541543,0,0,1.26795,0,0,0,4.80218
4,2,0,-0.537511,0,0,1.25395,0,0,0,0.680964
5,2,0,-0.558775,0,0,1.09457,0,0,0,-0.920114
6,2,0,-0.544294,0,0,0.986183,0,0,0,-2.29586
7,2,0,-0.547724,0,0,1.0837,0,0,0,-4.85554
8,2,0,-0.555963,0,0,1.06565,0,0,0,10.6917
9,2,0,-0.546472,0,0,0.969581,0,0,0,-2.60233
10,2,0,-0.535381,0,0,0.492573,0,0,0,-5.01963
1,3,0,-0.666158,0,0,-0.348381,0,0,0,-2.68547
2,3,0,-0.770313,0,0,0.905106,0,0,0,-3.21369
3,3,0,-0.774184,0,0,0.169309,0,0,0,-3.69486
4,3,0,-0.782839,0,0,0.555628,0,0,0,-6.03414
5,3,0,-0.730267,0,0,-0.0778601,0,0,0,3.0039
6,3,0,-0.300388,0,0,-0.770311,0,0,0,6.22056
7,3,0,-0.715076,0,0,-0.300848,0,0,0,5.40544
8,3,0,-0.77252,0,0,-0.117947,0,0,0,2.80705
9,3,0,-0.698251,0,0,-0.227042,0,0,0,4.92942
10,3,0,-0.771211,0,0,0.234313,0,0,0,-3.68508
1,4,0,0.50805,0,0,-0.428792,0,0,0,1.62107
2,4,0,0.895908,0,0,-0.195591,0,0,0,4.8468
3,4,0,-0.0703814,0,0,-0.640235,0,0,0,-5.26843
4,4,0,0.875719,0,0,-0.201714,0,0,0,-8.1437
5,4,0,1.9869,0,0,0.71345,0,0,0,4.26555
6,4,0,1.26735,0,0,0.0927241,0,0,0,7.67573
7,4,0,1.05423,0,0,-0.0695959,0,0,0,-3.18731
8,4,0,0.588255,0,0,-0.391153,0,0,0,-3.07734
9,4,0,0.678619,0,0,-0.334185,0,0,0,-1.16798
10,4,0,0.514214,0,0,-0.432372,0,0,0,-0.991123
