rep,id,alpha,D,E,C,B,ECLIPSE0,BUD0,ep,Time0
1,1,4.93e-05,2.13882,5,10,10358.9,1e-07,0.033,0.001,13.9993
2,1,4.93e-05,3.47226,5,10,14341.5,1e-07,0.033,0.001,14
3,1,4.93e-05,2.96276,5,10,12811.4,1e-07,0.033,0.001,13.9999
4,1,4.93e-05,3.50946,5,10,14506.8,1e-07,0.033,0.001,14
5,1,4.93e-05,2.22351,5,10,10638.7,1e-07,0.033,0.001,14
6,1,4.93e-05,2.80373,5,10,12342.2,1e-07,0.033,0.001,14
7,1,4.93e-05,2.26955,5,10,10743.2,1e-07,0.033,0.001,14
8,1,4.93e-05,1.79638,5,10,9425.9,1e-07,0.033,0.001,14
9,1,4.93e-05,2.85602,5,10,12344,1e-07,0.033,0.001,13.9999
10,1,4.93e-05,2.69372,5,10,11986.7,1e-07,0.033,0.001,13.9959
1,2,4.93e-05,0.677295,5,10,27623.3,1e-07,0.033,0.001,13.9994
2,2,4.93e-05,0.679503,5,10,28590.8,1e-07,0.033,0.001,13.9999
3,2,4.93e-05,0.669742,5,10,51308.9,1e-07,0.033,0.001,14
4,2,4.93e-05,0.672448,5,10,50595.7,1e-07,0.033,0.001,14
5,2,4.93e-05,0.6583,5,10,43141.3,1e-07,0.033,0.001,14
6,2,4.93e-05,0.667902,5,10,38710,1e-07,0.033,0.001,13.9999
7,2,4.93e-05,0.665616,5,10,42675.1,1e-07,0.033,0.001,13.9991
8,2,4.93e-05,0.660154,5,10,41911.8,1e-07,0.033,0.001,14
9,2,4.93e-05,0.666449,5,10,38072.6,1e-07,0.033,0.001,13.9999
10,2,4.93e-05,0.673882,5,10,23629.3,1e-07,0.033,0.001,13.9989
1,3,4.93e-05,0.591273,5,10,10191.3,1e-07,0.033,0.001,13.9999
2,3,4.93e-05,0.532787,5,10,35695.3,1e-07,0.033,0.001,13.9998
3,3,4.93e-05,0.530729,5,10,17102.5,1e-07,0.033,0.001,13.9997
4,3,4.93e-05,0.526155,5,10,25167.2,1e-07,0.033,0.001,13.997
5,3,4.93e-05,0.554557,5,10,13357.2,1e-07,0.033,0.001,14
6,3,4.93e-05,0.852393,5,10,6683.25,1e-07,0.033,0.001,14
7,3,4.93e-05,0.563045,5,10,10687.4,1e-07,0.033,0.001,14
8,3,4.93e-05,0.531613,5,10,12832.3,1e-07,0.033,0.001,14
9,3,4.93e-05,0.572599,5,10,11506,1e-07,0.033,0.001,14
10,3,4.93e-05,0.532309,5,10,18251.1,1e-07,0.033,0.001,13.9997
1,4,4.93e-05,1.91311,5,10,9403.88,1e-07,0.033,0.001,14
2,4,4.93e-05,2.81958,5,10,11873.7,1e-07,0.033,0.001,14
3,4,4.93e-05,1.07283,5,10,7611.64,1e-07,0.033,0.001,13.9986
4,4,4.93e-05,2.76323,5,10,11801.2,1e-07,0.033,0.001,13.9752
5,4,4.93e-05,8.3945,5,10,29469.8,1e-07,0.033,0.001,14
6,4,4.93e-05,4.0879,5,10,15841.6,1e-07,0.033,0.001,14
7,4,4.93e-05,3.30326,5,10,13468,1e-07,0.033,0.001,13.9998
8,4,4.93e-05,2.07287,5,10,9764.58,1e-07,0.033,0.001,13.9998
9,4,4.93e-05,2.26891,5,10,10337,1e-07,0.033,0.001,14
10,4,4.93e-05,1.92494,5,10,9370.27,1e-07,0.033,0.001,14
