rep,id,alpha,D,E,C,B,ECLIPSE0,BUD0,ep,Time0
1,1,4.93e-05,5.11691,5,10,19484.8,1e-07,0.033,0.001,14
2,1,4.93e-05,3.76532,5,10,15215.9,1e-07,0.033,0.001,14
3,1,4.93e-05,4.09223,5,10,16339.3,1e-07,0.033,0.001,14
4,1,4.93e-05,4.83123,5,10,18542.1,1e-07,0.033,0.001,14
5,1,4.93e-05,3.46446,5,10,14373.7,1e-07,0.033,0.001,14
6,1,4.93e-05,1.92767,5,10,9719.75,1e-07,0.033,0.001,14
7,1,4.93e-05,3.53658,5,10,14650.7,1e-07,0.033,0.001,14
8,1,4.93e-05,3.85558,5,10,15538.7,1e-07,0.033,0.001,14
9,1,4.93e-05,4.11098,5,10,16362.2,1e-07,0.033,0.001,14
10,1,4.93e-05,3.19628,5,10,13520.9,1e-07,0.033,0.001,14
1,2,4.93e-05,0.673222,5,10,32887.8,1e-07,0.033,0.001,14
2,2,4.93e-05,0.65941,5,10,40305.1,1e-07,0.033,0.001,14
3,2,4.93e-05,0.675266,5,10,35538.2,1e-07,0.033,0.001,14
4,2,4.93e-05,0.680221,5,10,20792.7,1e-07,0.033,0.001,14
5,2,4.93e-05,0.674349,5,10,30772.9,1e-07,0.033,0.001,14
6,2,4.93e-05,0.67869,5,10,38635.7,1e-07,0.033,0.001,14
7,2,4.93e-05,0.67244,5,10,33527.7,1e-07,0.033,0.001,14
8,2,4.93e-05,0.688913,5,10,21387.3,1e-07,0.033,0.001,14
9,2,4.93e-05,0.651229,5,10,32750.9,1e-07,0.033,0.001,14
10,2,4.93e-05,0.688181,5,10,41772.4,1e-07,0.033,0.001,14
1,3,4.93e-05,0.561075,5,10,12619.5,1e-07,0.033,0.001,14
2,3,4.93e-05,0.5374,5,10,16507.3,1e-07,0.033,0.001,14
3,3,4.93e-05,0.530048,5,10,12274.1,1e-07,0.033,0.001,14
4,3,4.93e-05,0.552051,5,10,11180.5,1e-07,0.033,0.001,14
5,3,4.93e-05,0.521681,5,10,20206.7,1e-07,0.033,0.001,14
6,3,4.93e-05,0.570565,5,10,11330.2,1e-07,0.033,0.001,14
7,3,4.93e-05,0.52614,5,10,20695.4,1e-07,0.033,0.001,14
8,3,4.93e-05,0.589551,5,10,10145,1e-07,0.033,0.001,14
9,3,4.93e-05,0.542275,5,10,17367.5,1e-07,0.033,0.001,14
10,3,4.93e-05,0.537469,5,10,16510.8,1e-07,0.033,0.001,14
1,4,4.93e-05,7.60626,5,10,26754.1,1e-07,0.033,0.001,14
2,4,4.93e-05,3.17292,5,10,12969.6,1e-07,0.033,0.001,14
3,4,4.93e-05,2.8057,5,10,11918.7,1e-07,0.033,0.001,14
4,4,4.93e-05,7.1212,5,10,25285.2,1e-07,0.033,0.001,14
5,4,4.93e-05,2.42577,5,10,10865.9,1e-07,0.033,0.001,14
6,4,4.93e-05,3.47332,5,10,13970.5,1e-07,0.033,0.001,14
7,4,4.93e-05,4.59536,5,10,17634.2,1e-07,0.033,0.001,14
8,4,4.93e-05,4.3867,5,10,16851.8,1e-07,0.033,0.001,14
9,4,4.93e-05,5.57078,5,10,20380.3,1e-07,0.033,0.001,14
10,4,4.93e-05,8.4771,5,10,29579.4,1e-07,0.033,0.001,14
