rep,id,eta_alpha,eta_D,eta_E,eta_C,eta_B,eta_ECLIPSE0,eta_BUD0,eta_ep,eta_Time0
1,1,8.90384,-0.371546,0,0,0.000415423,0,0,0,-2.40201
2,1,0.465066,-0.348668,0,0,-0.0109749,0,0,0,2.77724
3,1,2.17846,-0.23131,0,0,0.00480515,0,0,0,-2.93917
4,1,1.19627,-0.224453,0,0,-0.00447986,0,0,0,-2.26693
5,1,0.162328,-0.19769,0,0,0.00236375,0,0,0,-1.05774
6,1,0.513658,-0.223059,0,0,0.00360341,0,0,0,-1.62606
7,1,0.621653,-0.33518,0,0,-0.00541273,0,0,0,5.36526
8,1,-0.260781,-0.235054,0,0,-0.00729735,0,0,0,1.65736
9,1,-0.171788,-0.251405,0,0,-0.000669893,0,0,0,6.40587
10,1,0.602409,-0.191821,0,0,0.00418163,0,0,0,-2.15578
1,2,3.10004,0.326064,0,0,-0.00415103,0,0,0,4.65437
2,2,4.79181,0.283453,0,0,-0.0138095,0,0,0,4.95724
3,2,6.56234,0.30273,0,0,0.00289523,0,0,0,7.96674
4,2,5.00032,0.266285,0,0,-0.00447747,0,0,0,2.35184
5,2,2.78246,0.344466,0,0,-0.0037736,0,0,0,4.31739
6,2,5.96177,0.297713,0,0,0.00908671,0,0,0,2.31843
7,2,4.81403,0.266162,0,0,-0.00336218,0,0,0,4.3773
8,2,5.97219,0.27559,0,0,-0.00143276,0,0,0,4.55429
9,2,2.55411,0.325452,0,0,-0.0110818,0,0,0,-0.127816
10,2,4.12419,0.280032,0,0,-0.00100488,0,0,0,4.13247
1,3,1.00794,-0.0254217,0,0,-0.00835279,0,0,0,-5.82461
2,3,0.886572,-0.0298121,0,0,-0.00332305,0,0,0,-5.76836
3,3,1.10596,-0.0265619,0,0,0.00392261,0,0,0,-5.9347
4,3,0.860523,-0.0306588,0,0,0.00382841,0,0,0,-5.74132
5,3,1.07938,-0.0433013,0,0,-0.00083608,0,0,0,-6.00969
6,3,1.03663,-0.036651,0,0,0.00286715,0,0,0,-5.84921
7,3,0.902638,-0.0463183,0,0,-0.011463,0,0,0,-5.68772
8,3,1.03575,-0.0315877,0,0,-0.0109957,0,0,0,-5.8206
9,3,1.27034,-0.0412902,0,0,-0.00391178,0,0,0,-6.05364
10,3,0.695655,-0.0200132,0,0,-0.00707774,0,0,0,-5.52851
