rep,id,alpha,D,E,C,B,ECLIPSE0,BUD0,ep,Time0
1,1,0.271263,0.258619,5,3.40315,5288.3,1e-07,0.033,0.001,13.9773
2,1,0.000204885,0.243519,5,5.88603,5998.63,1e-07,0.033,0.001,13.5403
3,1,0.0139513,0.25904,5,3.89739,4788.14,1e-07,0.033,0.001,13.471
4,1,0.000190332,0.274262,5,2.67021,5750.1,1e-07,0.033,0.001,13.9732
5,1,8.1027e-05,0.262486,5,6.90219,6608.76,1e-07,0.033,0.001,13.9997
6,1,0.000163929,0.217806,5,13.4321,3892.17,1e-07,0.033,0.001,13.9953
7,1,0.127982,0.238753,5,4.1242,5466.29,1e-07,0.033,0.001,13.998
8,1,3.5305,0.250578,5,13.4809,4336.28,1e-07,0.033,0.001,7.85791
9,1,6.98611e-05,0.250417,5,7.42255,6816.39,1e-07,0.033,0.001,13.9997
10,1,0.993449,0.267082,5,12.2797,4521.66,1e-07,0.033,0.001,7.60549
1,2,0.0428418,0.441623,5,12.9281,9317.27,1e-07,0.033,0.001,13.5574
2,2,0.00465707,0.427128,5,14.3383,10393.1,1e-07,0.033,0.001,13.9729
3,2,0.173134,0.437229,5,13.3585,7765.11,1e-07,0.033,0.001,13.8898
4,2,0.0740886,0.43141,5,14.9352,8784.05,1e-07,0.033,0.001,13.9999
5,2,2.11191,0.406765,5,14.6184,7195.88,1e-07,0.033,0.001,13.9996
6,2,0.648729,0.430319,5,14.6303,6508,1e-07,0.033,0.001,13.9195
7,2,0.0922828,0.426966,5,14.9107,7149.38,1e-07,0.033,0.001,13.9619
8,2,0.959623,0.426861,5,13.3693,7299.37,1e-07,0.033,0.001,13.9987
9,2,0.0278381,0.447166,5,14.6402,9085.54,1e-07,0.033,0.001,13.881
10,2,0.158097,0.429634,5,13.773,6557.84,1e-07,0.033,0.001,13.9808
1,3,0.000298323,0.304724,5,12.0118,5902.55,1e-07,0.033,0.001,1.66255
2,3,86.5274,0.300128,5,7.46369,5058.94,1e-07,0.033,0.001,1.27141
3,3,114238,0.303006,5,8.3862,4575.13,1e-07,0.033,0.001,1.551
4,3,0.00570812,0.309233,5,7.66319,4972.34,1e-07,0.033,0.001,1.29727
5,3,0.202391,0.315318,5,7.33015,4952.97,1e-07,0.033,0.001,1.26326
6,3,0.215405,0.293554,5,9.22462,4337.58,1e-07,0.033,0.001,1.75377
7,3,11244.8,0.318541,5,6.21786,4634.8,1e-07,0.033,0.001,1.42583
8,3,2.78101,0.318465,5,5.80202,5032.46,1e-07,0.033,0.001,1.2309
9,3,41.5396,0.309209,5,7.51268,4882.42,1e-07,0.033,0.001,1.29621
10,3,0.260318,0.31105,5,6.75081,4511.42,1e-07,0.033,0.001,1.44484
