rep,id,eta_alpha,eta_D,eta_E,eta_C,eta_B,eta_ECLIPSE0,eta_BUD0,eta_ep,eta_Time0
1,1,5.76075,-0.213664,0,0,-0.109876,0,0,0,-2.49221
2,1,5.57516,-0.321703,0,0,-0.00794671,0,0,0,-1.63707
3,1,4.63578,-0.295927,0,0,-0.0371679,0,0,0,-2.34061
4,1,0.416718,-0.267814,0,0,0.0473631,0,0,0,1.34088
5,1,-0.00222572,-0.141143,0,0,-0.0422794,0,0,0,7.68641
6,1,0.368611,-0.135261,0,0,0.00961186,0,0,0,-1.98131
7,1,11.4329,-0.194649,0,0,-0.0108542,0,0,0,-2.63553
8,1,1.18345,-0.322556,0,0,-0.0328429,0,0,0,-1.75769
9,1,4.6955,-0.20898,0,0,-0.0818651,0,0,0,-2.29237
10,1,1.05505,-0.379073,0,0,-0.0651598,0,0,0,2.34618
1,2,7.24763,0.278638,0,0,0.00612252,0,0,0,2.51122
2,2,6.50942,0.284868,0,0,-0.0418427,0,0,0,1.96402
3,2,5.41144,0.288827,0,0,0.0806532,0,0,0,3.88307
4,2,4.52888,0.321988,0,0,-0.0282103,0,0,0,0.632135
5,2,3.13072,0.325525,0,0,-0.0105402,0,0,0,1.8557
6,2,6.47009,0.313093,0,0,0.0677055,0,0,0,18.7121
7,2,3.80585,0.288348,0,0,0.0914043,0,0,0,5.38616
8,2,7.35272,0.358219,0,0,0.0647183,0,0,0,-0.067058
9,2,6.99069,0.286766,0,0,-0.0576435,0,0,0,6.77399
10,2,3.6177,0.314703,0,0,-0.00414923,0,0,0,3.25048
1,3,1.50478,-0.041138,0,0,-0.0492215,0,0,0,-5.19291
2,3,1.67804,-0.0467248,0,0,-0.0246807,0,0,0,-5.26837
3,3,1.36749,-0.0446562,0,0,-0.0710511,0,0,0,-5.03422
4,3,1.18109,-0.0623882,0,0,0.0203543,0,0,0,-5.15792
5,3,1.62427,-0.0428507,0,0,0.000388744,0,0,0,-5.41802
6,3,1.00022,-0.0321451,0,0,0.05088,0,0,0,-4.98911
7,3,0.705601,-0.0268822,0,0,0.115807,0,0,0,-4.8512
8,3,1.18749,-0.0305244,0,0,0.0522539,0,0,0,-5.16852
9,3,1.41871,-0.0465708,0,0,-0.00389202,0,0,0,-5.26161
10,3,1.2849,-0.0432342,0,0,0.0131575,0,0,0,-5.20757
