rep,id,eta_alpha,eta_D,eta_E,eta_C,eta_B,eta_ECLIPSE0,eta_BUD0,eta_ep,eta_Time0
1,1,0,1.13142,0,0,-0.144914,0,0,0,-2.75462
2,1,0,1.44641,0,0,0.312392,0,0,0,-2.83565
3,1,0,1.08261,0,0,-0.284287,0,0,0,-1.85677
4,1,0,1.63521,0,0,0.610014,0,0,0,-2.7457
5,1,0,0.884581,0,0,-0.505829,0,0,0,-2.05734
6,1,0,1.03324,0,0,-0.257922,0,0,0,-2.72996
7,1,0,1.15344,0,0,-0.116405,0,0,0,-2.65748
8,1,0,1.18509,0,0,-0.0618042,0,0,0,-2.85607
9,1,0,1.13265,0,0,-0.124451,0,0,0,-2.76321
10,1,0,1.36902,0,0,0.161198,0,0,0,-2.51171
1,2,0,-0.654333,0,0,0.234564,0,0,0,4.9923
2,2,0,-0.665882,0,0,0.00608957,0,0,0,4.19916
3,2,0,-0.653304,0,0,0.0223614,0,0,0,10.4311
4,2,0,-0.664847,0,0,-0.262605,0,0,0,7.76528
5,2,0,-0.671969,0,0,0.0716418,0,0,0,3.78346
6,2,0,-0.665268,0,0,0.0751506,0,0,0,12.1835
7,2,0,-0.666922,0,0,-0.00563226,0,0,0,3.24991
8,2,0,-0.639764,0,0,-0.126223,0,0,0,1.53221
9,2,0,-0.631265,0,0,0.0980207,0,0,0,1.51962
10,2,0,-0.655519,0,0,0.253702,0,0,0,3.10078
1,3,0,-0.920258,0,0,0.291382,0,0,0,3.65308
2,3,0,-0.942571,0,0,-0.0346184,0,0,0,19.7596
3,3,0,-0.90295,0,0,-0.0977205,0,0,0,-1.13156
4,3,0,-0.910379,0,0,-0.232122,0,0,0,2.7819
5,3,0,-0.904142,0,0,0.0924185,0,0,0,2.78145
6,3,0,-0.911055,0,0,-0.0991865,0,0,0,3.21685
7,3,0,-0.956449,0,0,-0.00814147,0,0,0,17.6441
8,3,0,-0.915837,0,0,0.0386468,0,0,0,4.6471
9,3,0,-0.822153,0,0,0.2041,0,0,0,-1.50284
10,3,0,-0.926295,0,0,-0.0244534,0,0,0,12.7193
1,4,0,0.484096,0,0,0.125758,0,0,0,-18.1105
2,4,0,0.417839,0,0,-0.00975819,0,0,0,-6.65568
3,4,0,0.411588,0,0,0.172848,0,0,0,-12.7362
4,4,0,0.424042,0,0,0.134997,0,0,0,-7.74295
5,4,0,0.546865,0,0,0.0688367,0,0,0,-6.91793
6,4,0,0.539967,0,0,-0.0147879,0,0,0,-6.98144
7,4,0,0.482636,0,0,0.171386,0,0,0,-12.0187
8,4,0,0.42092,0,0,0.056799,0,0,0,-7.44446
9,4,0,0.439339,0,0,0.0817114,0,0,0,-8.31652
10,4,0,0.521783,0,0,0.215353,0,0,0,-13.9744
