D_pop,0.117511,-0.188742,5.82595,-1.04545,0.0766331,265.399,0.396148,7.3318,-0.039446,0.0126188
B_pop,-0.188742,0.936523,-28.4462,4.97536,-0.376931,-1297.74,-1.93255,-35.5911,0.190196,-0.0609315
Time0_pop,5.82595,-28.4462,897.364,-155.826,11.6397,39986.7,59.7199,1116.09,-5.8589,1.87739
omega_alpha,-1.04545,4.97536,-155.826,71.4268,-2.07029,-6987.6,-10.5881,-195.728,1.03436,-0.331942
omega_D,0.0766331,-0.376931,11.6397,-2.07029,0.19978,529.511,0.790275,14.641,-0.076347,0.024533
omega_C,265.399,-1297.74,39986.7,-6987.6,529.511,1.90081e+06,2722.09,50360.1,-266.722,85.4769
omega_B,0.396148,-1.93255,59.7199,-10.5881,0.790275,2722.09,4.06484,75.1898,-0.398529,0.127689
omega_Time0,7.3318,-35.5911,1116.09,-195.728,14.641,50360.1,75.1898,1420.02,-7.35535,2.35775
a,-0.039446,0.190196,-5.8589,1.03436,-0.076347,-266.722,-0.398529,-7.35535,0.0448891,-0.0138593
b,0.0126188,-0.0609315,1.87739,-0.331942,0.024533,85.4769,0.127689,2.35775,-0.0138593,0.00437595
