D_pop,1,-0.568945,0.56734,-0.360854,0.500151,0.561553,0.573186,0.567575,-0.543116,0.556472
B_pop,-0.568945,1,-0.981253,0.608323,-0.871419,-0.972655,-0.990489,-0.975965,0.927621,-0.951803
Time0_pop,0.56734,-0.981253,1,-0.615498,0.869322,0.968194,0.98881,0.98871,-0.923127,0.947402
omega_alpha,-0.360854,0.608323,-0.615498,1,-0.548056,-0.599692,-0.621394,-0.614574,0.577656,-0.593738
omega_D,0.500151,-0.871419,0.869322,-0.548056,1,0.859269,0.876961,0.869256,-0.806204,0.829732
omega_C,0.561553,-0.972655,0.968194,-0.599692,0.859269,1,0.979291,0.969326,-0.9131,0.937224
omega_B,0.573186,-0.990489,0.98881,-0.621394,0.876961,0.979291,1,0.989668,-0.932969,0.957402
omega_Time0,0.567575,-0.975965,0.98871,-0.614574,0.869256,0.969326,0.989668,1,-0.921267,0.945831
a,-0.543116,0.927621,-0.923127,0.577656,-0.806204,-0.9131,-0.932969,-0.921267,1,-0.988861
b,0.556472,-0.951803,0.947402,-0.593738,0.829732,0.937224,0.957402,0.945831,-0.988861,1
