rep,id,alpha,D,E,C,B,ECLIPSE0,BUD0,ep,Time0
1,1,0.00555004,0.242161,5,10,6826.18,1e-07,0.033,0.001,11.8299
2,1,6.17659e-05,0.263452,5,10,6683.68,1e-07,0.033,0.001,13.6365
3,1,0.000558658,0.225876,5,10,9225.74,1e-07,0.033,0.001,12.9401
4,1,0.00260444,0.254628,5,10,7044.51,1e-07,0.033,0.001,9.89265
5,1,8.11584e-05,0.265013,5,10,7488.77,1e-07,0.033,0.001,12.234
6,1,9.68221e-05,0.246084,5,10,6053.7,1e-07,0.033,0.001,13.954
7,1,0.000210623,0.223677,5,10,5632.1,1e-07,0.033,0.001,13.9969
8,1,0.00126985,0.220496,5,10,8314.26,1e-07,0.033,0.001,13.0966
9,1,0.000103533,0.240333,5,10,7024.27,1e-07,0.033,0.001,14
10,1,7.12031e-05,0.258166,5,10,6752.49,1e-07,0.033,0.001,13.9984
1,2,0.267257,0.439856,5,10,8586.52,1e-07,0.033,0.001,13.9993
2,2,0.00407998,0.456572,5,10,7216.51,1e-07,0.033,0.001,13.934
3,2,0.0213365,0.456135,5,10,8285.57,1e-07,0.033,0.001,13.9129
4,2,0.001038,0.451148,5,10,6911.25,1e-07,0.033,0.001,14
5,2,0.00210894,0.448172,5,10,7533.08,1e-07,0.033,0.001,13.9521
6,2,0.00538244,0.456869,5,10,8968.21,1e-07,0.033,0.001,13.9139
7,2,12.4294,0.457426,5,10,6888.78,1e-07,0.033,0.001,13.999
8,2,0.00219364,0.463216,5,10,8879.97,1e-07,0.033,0.001,13.999
9,2,0.0270865,0.451466,5,10,7108.17,1e-07,0.033,0.001,13.8967
10,2,0.00253828,0.453945,5,10,7911,1e-07,0.033,0.001,13.9999
1,3,0.000525817,0.299322,5,10,5958.77,1e-07,0.033,0.001,1.34767
2,3,0.000280945,0.313052,5,10,7197.39,1e-07,0.033,0.001,1.18028
3,3,0.000190706,0.315998,5,10,7083.82,1e-07,0.033,0.001,1.56046
4,3,0.000267375,0.307832,5,10,6365.4,1e-07,0.033,0.001,1.52969
5,3,0.000343109,0.302052,5,10,5873.88,1e-07,0.033,0.001,1.61052
6,3,0.000302524,0.294493,5,10,5633.93,1e-07,0.033,0.001,1.97998
7,3,0.000569251,0.303347,5,10,5885.27,1e-07,0.033,0.001,1.41168
8,3,0.000415058,0.313959,5,10,7007.13,1e-07,0.033,0.001,0.951397
9,3,0.000649035,0.305393,5,10,5638.33,1e-07,0.033,0.001,1.46376
10,3,0.000329836,0.3072,5,10,7066.45,1e-07,0.033,0.001,1.25316
