rep,id,eta_alpha,eta_D,eta_E,eta_C,eta_B,eta_ECLIPSE0,eta_BUD0,eta_ep,eta_Time0
1,1,18.4948,0.537793,0,0,4.72328e-05,0,0,0,-3.2411
2,1,10.8522,0.548762,0,0,-2.15285e-05,0,0,0,-3.27517
3,1,7.15092,0.518751,0,0,-9.14989e-05,0,0,0,-3.22719
4,1,4.64364,0.493928,0,0,-1.04975e-05,0,0,0,-3.09325
5,1,14.3739,0.551779,0,0,-2.16566e-05,0,0,0,-3.3035
6,1,9.49418,0.513813,0,0,-1.68569e-05,0,0,0,-3.25379
7,1,5.81347,0.522618,0,0,1.16189e-05,0,0,0,-3.14859
8,1,6.99892,0.552475,0,0,-2.35738e-05,0,0,0,-3.26652
9,1,4.19945,0.57838,0,0,8.48602e-05,0,0,0,-3.27956
10,1,14.4203,0.531441,0,0,-7.12385e-05,0,0,0,-3.32882
1,2,24.2525,-0.492785,0,0,-4.96364e-05,0,0,0,7.55814
2,2,6.66306,-0.480492,0,0,8.02721e-08,0,0,0,6.39227
3,2,3.87728,-0.486667,0,0,-6.62609e-05,0,0,0,3.82764
4,2,10.5886,-0.461103,0,0,-1.85967e-05,0,0,0,1.5282
5,2,4.09701,-0.430084,0,0,-3.66869e-05,0,0,0,1.99986
6,2,22.3915,-0.469613,0,0,-2.75896e-05,0,0,0,4.21678
7,2,6.77035,-0.512576,0,0,-1.41817e-05,0,0,0,9.88808
8,2,9.25305,-0.475939,0,0,-9.09263e-05,0,0,0,4.98649
9,2,18.4888,-0.476016,0,0,1.39158e-05,0,0,0,7.99677
10,2,16.9106,-0.472184,0,0,0.00010816,0,0,0,2.49905
1,3,1.04633,-0.668994,0,0,2.31024e-05,0,0,0,1.72701
2,3,12.8124,-0.515852,0,0,3.95951e-05,0,0,0,-0.913247
3,3,13.1241,-0.788619,0,0,4.54608e-05,0,0,0,2.63719
4,3,0.666607,-0.629601,0,0,-9.74088e-05,0,0,0,9.09621
5,3,5.24894,-0.611854,0,0,-5.1633e-05,0,0,0,-0.520268
6,3,8.80382,-0.599923,0,0,-8.04508e-06,0,0,0,-0.280949
7,3,8.56478,-0.599369,0,0,-4.82951e-06,0,0,0,-0.419332
8,3,15.2577,-0.516779,0,0,-5.6813e-05,0,0,0,-0.460009
9,3,11.3359,-0.768466,0,0,1.36285e-05,0,0,0,5.7347
10,3,4.31754,-0.765911,0,0,-2.51682e-05,0,0,0,2.18446
1,4,6.95275,0.516746,0,0,1.70941e-05,0,0,0,-4.24619
2,4,8.35167,0.625608,0,0,4.50562e-06,0,0,0,-4.61856
3,4,6.36899,0.500892,0,0,-1.55296e-05,0,0,0,-3.92791
4,4,6.92885,0.598474,0,0,9.30344e-05,0,0,0,-4.46083
5,4,13.3728,0.464131,0,0,-6.63463e-05,0,0,0,-3.94246
6,4,18.2868,0.682964,0,0,-4.33274e-05,0,0,0,-4.59517
7,4,10.1068,0.663099,0,0,5.96902e-06,0,0,0,-4.3162
8,4,18.7194,0.541266,0,0,1.88723e-05,0,0,0,-4.33737
9,4,3.11468,0.604278,0,0,-3.16503e-05,0,0,0,-3.88275
10,4,2.68973,0.558196,0,0,4.14377e-05,0,0,0,-3.78723
