D_pop,1,0.0449799,0.000130303,-0.00942947,-0.0302468,0.000846184,0.0320387,0.000983216,-0.0215143,0.0232295
B_pop,0.0449799,1,0.150691,-0.0525925,-0.0643894,-0.120713,0.700403,0.164238,-0.0590979,0.0606133
Time0_pop,0.000130303,0.150691,1,-0.0306668,-0.000782024,-0.113527,0.129549,0.500486,-0.000911037,-0.000564288
omega_alpha,-0.00942947,-0.0525925,-0.0306668,1,0.00142719,0.0142282,-0.0274196,0.00528613,-0.00625942,0.00468638
omega_D,-0.0302468,-0.0643894,-0.000782024,0.00142719,1,0.025146,-0.0668154,0.00881882,0.0886397,-0.0959304
omega_C,0.000846184,-0.120713,-0.113527,0.0142282,0.025146,1,-0.2093,-0.0786065,0.0772613,-0.0841056
omega_B,0.0320387,0.700403,0.129549,-0.0274196,-0.0668154,-0.2093,1,0.121614,-0.11006,0.11909
omega_Time0,0.000983216,0.164238,0.500486,0.00528613,0.00881882,-0.0786065,0.121614,1,0.0377557,-0.0407641
a,-0.0215143,-0.0590979,-0.000911037,-0.00625942,0.0886397,0.0772613,-0.11006,0.0377557,1,-0.9197
b,0.0232295,0.0606133,-0.000564288,0.00468638,-0.0959304,-0.0841056,0.11909,-0.0407641,-0.9197,1
