rep,id,alpha,D,E,C,B,ECLIPSE0,BUD0,ep,Time0
1,1,0.083863,1.82011,5,10,10698.9,1e-07,0.033,0.001,1.37259
2,1,0.185904,1.68242,5,10,9878.53,1e-07,0.033,0.001,1.56113
3,1,0.0334167,1.73486,5,10,9229.7,1e-07,0.033,0.001,1.70324
4,1,30500.5,1.63307,5,10,8720.16,1e-07,0.033,0.001,1.93129
5,1,15.2359,1.74057,5,10,9881.98,1e-07,0.033,0.001,1.43821
6,1,0.0544118,1.85373,5,10,9132.71,1e-07,0.033,0.001,1.66655
7,1,0.04922,1.79154,5,10,9618.97,1e-07,0.033,0.001,1.60151
8,1,0.0705186,1.71422,5,10,9999.35,1e-07,0.033,0.001,1.45516
9,1,62.8753,1.65998,5,10,10312,1e-07,0.033,0.001,1.5346
10,1,0.305146,1.70689,5,10,9344.12,1e-07,0.033,0.001,1.55463
1,2,1.11931e+06,0.58592,5,10,9268.15,1e-07,0.033,0.001,13.9994
2,2,0.0123337,0.606477,5,10,9920.27,1e-07,0.033,0.001,13.9981
3,2,2.72686,0.615951,5,10,9310.54,1e-07,0.033,0.001,13.3714
4,2,2.93541,0.608603,5,10,9800.95,1e-07,0.033,0.001,13.3528
5,2,0.0052182,0.618743,5,10,10554.7,1e-07,0.033,0.001,13.6333
6,2,384.216,0.60895,5,10,9906.13,1e-07,0.033,0.001,13.9793
7,2,0.242099,0.620654,5,10,9213.16,1e-07,0.033,0.001,13.9999
8,2,0.00618263,0.60189,5,10,9160.21,1e-07,0.033,0.001,13.8669
9,2,0.0325428,0.606412,5,10,9970.09,1e-07,0.033,0.001,13.9998
10,2,1655.75,0.600011,5,10,10956.4,1e-07,0.033,0.001,13.8464
1,3,0.0596128,0.547488,5,10,9764.63,1e-07,0.033,0.001,11.2229
2,3,0.00010878,0.504313,5,10,9433.58,1e-07,0.033,0.001,13.6705
3,3,0.00963434,0.461397,5,10,10665.5,1e-07,0.033,0.001,13.987
4,3,0.000127418,0.496105,5,10,9138.73,1e-07,0.033,0.001,13.9926
5,3,0.0043507,0.573151,5,10,8912.8,1e-07,0.033,0.001,8.86825
6,3,0.000242292,0.473297,5,10,9566.8,1e-07,0.033,0.001,13.773
7,3,0.00012081,0.503471,5,10,10246.3,1e-07,0.033,0.001,13.9363
8,3,12123.5,0.58001,5,10,10859.9,1e-07,0.033,0.001,9.06946
9,3,1.46752,0.596813,5,10,9977.13,1e-07,0.033,0.001,8.97436
10,3,0.00111435,0.471478,5,10,9643.37,1e-07,0.033,0.001,13.9957
1,4,0.131337,1.7847,5,10,9403.17,1e-07,0.033,0.001,0.503541
2,4,0.102048,1.82808,5,10,9826.84,1e-07,0.033,0.001,0.00313992
3,4,106.248,1.80135,5,10,9874.55,1e-07,0.033,0.001,0.314138
4,4,0.00237599,1.81905,5,10,10300.1,1e-07,0.033,0.001,0.343787
5,4,18.9545,1.69772,5,10,9589.12,1e-07,0.033,0.001,0.441565
6,4,22.5332,1.82141,5,10,10046.6,1e-07,0.033,0.001,0.122906
7,4,0.00975996,1.91384,5,10,9802.25,1e-07,0.033,0.001,0.158359
8,4,22.1367,1.83732,5,10,9992.05,1e-07,0.033,0.001,0.101239
9,4,0.0342959,1.82609,5,10,8732.91,1e-07,0.033,0.001,0.542242
10,4,0.0319498,1.81761,5,10,10467.6,1e-07,0.033,0.001,0.0478641
