rep,id,eta_alpha,eta_D,eta_E,eta_C,eta_B,eta_ECLIPSE0,eta_BUD0,eta_ep,eta_Time0
1,1,7.43902,0.612383,0,0,0.089109,0,0,0,-2.94547
2,1,8.23506,0.533715,0,0,0.00933373,0,0,0,-2.80162
3,1,6.51889,0.564408,0,0,-0.0586035,0,0,0,-2.70296
4,1,20.2431,0.503944,0,0,-0.115393,0,0,0,-2.55851
5,1,12.6412,0.567699,0,0,0.00968325,0,0,0,-2.89352
6,1,7.00641,0.630685,0,0,-0.0691678,0,0,0,-2.72772
7,1,6.90613,0.596558,0,0,-0.0172928,0,0,0,-2.77282
8,1,7.26571,0.552443,0,0,0.0214898,0,0,0,-2.88044
9,1,14.0587,0.52029,0,0,0.0522778,0,0,0,-2.82091
10,1,8.73062,0.548155,0,0,-0.0462827,0,0,0,-2.80632
1,2,23.8458,-0.521087,0,0,-0.0544462,0,0,0,9.34729
2,2,5.52217,-0.486604,0,0,0.0135503,0,0,0,8.17087
3,2,10.9207,-0.471105,0,0,-0.0498822,0,0,0,2.33177
4,2,10.9944,-0.483105,0,0,0.0014494,0,0,0,2.30112
5,2,4.66198,-0.466581,0,0,0.0755391,0,0,0,2.89008
6,2,15.8688,-0.482535,0,0,0.0121242,0,0,0,5.78934
7,2,8.49918,-0.463498,0,0,-0.0603968,0,0,0,11.0777
8,2,4.83158,-0.494197,0,0,-0.0661605,0,0,0,3.92045
9,2,6.49239,-0.486712,0,0,0.0185598,0,0,0,10.3689
10,2,17.3296,-0.497324,0,0,0.112898,0,0,0,3.77611
1,3,7.0977,-0.588932,0,0,-0.00226306,0,0,0,0.670872
2,3,0.791406,-0.671075,0,0,-0.0367542,0,0,0,2.99972
3,3,5.27516,-0.760012,0,0,0.0859878,0,0,0,6.25646
4,3,0.949551,-0.687484,0,0,-0.0685089,0,0,0,6.81882
5,3,4.48017,-0.543122,0,0,-0.0935411,0,0,0,-0.178646
6,3,1.59222,-0.734549,0,0,-0.0227314,0,0,0,3.37994
7,3,0.896296,-0.672746,0,0,0.045883,0,0,0,4.66312
8,3,19.3205,-0.531226,0,0,0.104048,0,0,0,-0.11621
9,3,10.3012,-0.502669,0,0,0.0192659,0,0,0,-0.145858
10,3,3.1181,-0.738399,0,0,-0.0147592,0,0,0,7.36802
1,4,7.8876,0.592736,0,0,-0.0399829,0,0,0,-4.01607
2,4,7.63527,0.61675,0,0,0.00408711,0,0,0,-9.51139
3,4,14.5834,0.602018,0,0,0.00893051,0,0,0,-4.50304
4,4,3.87525,0.611796,0,0,0.051124,0,0,0,-4.41041
5,4,12.8596,0.542767,0,0,-0.020401,0,0,0,-4.15227
6,4,13.0326,0.613094,0,0,0.0262055,0,0,0,-5.46031
7,4,5.28812,0.662596,0,0,0.00158224,0,0,0,-5.20247
8,4,13.0148,0.621791,0,0,0.0207603,0,0,0,-5.65757
9,4,6.54486,0.615659,0,0,-0.113931,0,0,0,-3.93901
10,4,6.474,0.611005,0,0,0.0672594,0,0,0,-6.4217
