D_pop,0.0184337,0.00269807,-0.00647069,-0.00451998,-0.000722105,0.00374427,0.00451733,0.00165507,-0.000284635
B_pop,0.00269807,0.040426,0.0560659,-0.0452992,-0.00167468,0.0465447,0.143515,0.00849526,-0.00154484
Time0_pop,-0.00647069,0.0560659,12.267,-1.43988,0.00659475,0.0604113,5.2507,0.00474786,-0.000834683
omega_alpha,-0.00451998,-0.0452992,-1.43988,5.73388,-0.00526049,-0.0576205,-1.03279,-0.0111159,0.00196612
omega_D,-0.000722105,-0.00167468,0.00659475,-0.00526049,0.00963697,-0.00316793,-0.00388794,-0.000830523,0.00014773
omega_B,0.00374427,0.0465447,0.0604113,-0.0576205,-0.00316793,0.0910348,0.201273,0.0100188,-0.00178296
omega_Time0,0.00451733,0.143515,5.2507,-1.03279,-0.00388794,0.201273,9.09286,0.0275671,-0.00493976
a,0.00165507,0.00849526,0.00474786,-0.0111159,-0.000830523,0.0100188,0.0275671,0.0111791,-0.00191261
b,-0.000284635,-0.00154484,-0.000834683,0.00196612,0.00014773,-0.00178296,-0.00493976,-0.00191261,0.00033833
