rep,id,alpha,D,E,C,B,ECLIPSE0,BUD0,ep,Time0
1,1,4.93e-05,3.42642,5,10,31538,1e-07,0.033,0.001,7.78561
2,1,4.93e-05,3.80878,5,10,36010.4,1e-07,0.033,0.001,8.23319
3,1,4.93e-05,3.98007,5,10,35594.4,1e-07,0.033,0.001,10.0798
4,1,4.93e-05,3.64217,5,10,31601.4,1e-07,0.033,0.001,10.0936
5,1,4.93e-05,1.97288,5,10,40595.4,1e-07,0.033,0.001,1.92893
6,1,4.93e-05,3.61282,5,10,31619.5,1e-07,0.033,0.001,9.65612
7,1,4.93e-05,1.97894,5,10,38456.1,1e-07,0.033,0.001,2.19085
8,1,4.93e-05,1.82952,5,10,39035.8,1e-07,0.033,0.001,2.15449
9,1,4.93e-05,1.9174,5,10,37826.6,1e-07,0.033,0.001,2.13175
10,1,4.93e-05,1.8914,5,10,38017.9,1e-07,0.033,0.001,2.31948
1,2,4.93e-05,0.670766,5,10,49059,1e-07,0.033,0.001,13.9786
2,2,4.93e-05,0.659078,5,10,46737.4,1e-07,0.033,0.001,13.9877
3,2,4.93e-05,0.671467,5,10,39333.4,1e-07,0.033,0.001,13.9983
4,2,4.93e-05,0.689271,5,10,28373.3,1e-07,0.033,0.001,13.7678
5,2,4.93e-05,0.669334,5,10,43271.5,1e-07,0.033,0.001,13.831
6,2,4.93e-05,0.664575,5,10,42617.8,1e-07,0.033,0.001,13.9989
7,2,4.93e-05,0.69659,5,10,41529.3,1e-07,0.033,0.001,13.2475
8,2,4.93e-05,0.678409,5,10,40425.9,1e-07,0.033,0.001,13.9971
9,2,4.93e-05,0.689317,5,10,43150.4,1e-07,0.033,0.001,13.7402
10,2,4.93e-05,0.694805,5,10,43064.2,1e-07,0.033,0.001,13.9773
1,3,4.93e-05,0.521274,5,10,59139,1e-07,0.033,0.001,13.9456
2,3,4.93e-05,0.505223,5,10,37808.8,1e-07,0.033,0.001,14
3,3,4.93e-05,0.507108,5,10,34526.7,1e-07,0.033,0.001,13.9148
4,3,4.93e-05,0.525349,5,10,33110.3,1e-07,0.033,0.001,13.3721
5,3,4.93e-05,0.618001,5,10,45453.9,1e-07,0.033,0.001,10.1385
6,3,4.93e-05,0.652221,5,10,35851.1,1e-07,0.033,0.001,9.86985
7,3,4.93e-05,0.522216,5,10,38585.7,1e-07,0.033,0.001,13.9999
8,3,4.93e-05,0.582451,5,10,43010.1,1e-07,0.033,0.001,11.609
9,3,4.93e-05,0.549799,5,10,46176.5,1e-07,0.033,0.001,12.0154
10,3,4.93e-05,0.505033,5,10,38138.8,1e-07,0.033,0.001,13.9997
1,4,4.93e-05,2.11641,5,10,49121.9,1e-07,0.033,0.001,0.0013258
2,4,4.93e-05,1.98893,5,10,37236.3,1e-07,0.033,0.001,0.945748
3,4,4.93e-05,1.91815,5,10,45823.9,1e-07,0.033,0.001,0.392262
4,4,4.93e-05,1.97817,5,10,45245.2,1e-07,0.033,0.001,0.262954
5,4,4.93e-05,2.1607,5,10,48116.1,1e-07,0.033,0.001,0.252413
6,4,4.93e-05,2.13825,5,10,49114,1e-07,0.033,0.001,0.00433394
7,4,4.93e-05,2.12515,5,10,50922.7,1e-07,0.033,0.001,0.0165286
8,4,4.93e-05,1.99506,5,10,50088.5,1e-07,0.033,0.001,0.114721
9,4,4.93e-05,2.0408,5,10,46556.7,1e-07,0.033,0.001,0.187451
10,4,4.93e-05,2.15829,5,10,49266.7,1e-07,0.033,0.001,0.0122795
