rep,id,alpha,D,E,C,B,ECLIPSE0,BUD0,ep,Time0
1,1,274500,1.74097,5,10,6937.24,1e-07,0.033,0.001,4.50826
2,1,2.77689,1.74592,5,10,6937.01,1e-07,0.033,0.001,4.66868
3,1,7.47687,1.64751,5,10,6937.08,1e-07,0.033,0.001,4.19782
4,1,72448.3,1.6404,5,10,6937.22,1e-07,0.033,0.001,4.38953
5,1,2.00811,1.59378,5,10,6937.3,1e-07,0.033,0.001,4.30049
6,1,0.0902875,1.78246,5,10,6937.23,1e-07,0.033,0.001,4.56408
7,1,0.0625837,1.67882,5,10,6937.15,1e-07,0.033,0.001,4.45586
8,1,0.285505,1.6417,5,10,6937.2,1e-07,0.033,0.001,4.3032
9,1,14394,1.68443,5,10,6937.28,1e-07,0.033,0.001,4.47932
10,1,0.0323692,1.62313,5,10,6937.01,1e-07,0.033,0.001,4.61456
1,2,72798.8,0.646368,5,10,6937.16,1e-07,0.033,0.001,13.9859
2,2,0.040322,0.61978,5,10,6937.25,1e-07,0.033,0.001,13.9315
3,2,0.00191663,0.63037,5,10,6937.15,1e-07,0.033,0.001,13.7154
4,2,0.772276,0.623715,5,10,6937.15,1e-07,0.033,0.001,13.9077
5,2,0.000769909,0.642314,5,10,6937.17,1e-07,0.033,0.001,13.8641
6,2,14.688,0.616468,5,10,6937.18,1e-07,0.033,0.001,13.8924
7,2,0.00172519,0.602454,5,10,6937.11,1e-07,0.033,0.001,13.9979
8,2,6.37511,0.624303,5,10,6937.06,1e-07,0.033,0.001,13.8496
9,2,0.149035,0.616745,5,10,6937.21,1e-07,0.033,0.001,13.9674
10,2,2462.37,0.612939,5,10,6937.22,1e-07,0.033,0.001,13.9381
1,3,0.000180925,0.502711,5,10,6937.15,1e-07,0.033,0.001,13.5742
2,3,660.1,0.634491,5,10,6937.33,1e-07,0.033,0.001,7.97774
3,3,1749.1,0.470302,5,10,6937.25,1e-07,0.033,0.001,13.1875
4,3,291.236,0.460822,5,10,6937.05,1e-07,0.033,0.001,13.9647
5,3,0.043011,0.499473,5,10,6937.02,1e-07,0.033,0.001,12.0782
6,3,0.0239156,0.463589,5,10,6937.08,1e-07,0.033,0.001,13.076
7,3,0.408407,0.636957,5,10,6937.27,1e-07,0.033,0.001,7.77391
8,3,134.284,0.564667,5,10,6937.03,1e-07,0.033,0.001,10.7813
9,3,0.940792,0.46346,5,10,6937.22,1e-07,0.033,0.001,13.9084
10,3,0.0234426,0.459102,5,10,6937.19,1e-07,0.033,0.001,13.7422
1,4,3.2968,1.76589,5,10,6937.25,1e-07,0.033,0.001,3.07542
2,4,13.3544,1.82778,5,10,6937.26,1e-07,0.033,0.001,3.70365
3,4,0.00603655,1.51188,5,10,6937.23,1e-07,0.033,0.001,3.03854
4,4,0.322332,1.61597,5,10,6937.31,1e-07,0.033,0.001,2.86276
5,4,4.3053,1.68752,5,10,6937.05,1e-07,0.033,0.001,3.07299
6,4,1.50504,1.6053,5,10,6937.2,1e-07,0.033,0.001,2.92708
7,4,0.0161363,1.78124,5,10,6937.04,1e-07,0.033,0.001,3.18439
8,4,0.0108036,1.94129,5,10,6937.24,1e-07,0.033,0.001,3.68911
9,4,30.2917,1.74452,5,10,6937.13,1e-07,0.033,0.001,3.19813
10,4,1.75139,1.69637,5,10,6937.21,1e-07,0.033,0.001,2.96089
