rep,id,eta_alpha,eta_D,eta_E,eta_C,eta_B,eta_ECLIPSE0,eta_BUD0,eta_ep,eta_Time0
1,1,0,1.35028,0,0,-0.0383091,0,0,0,-1.74409
2,1,0,0.383984,0,0,-0.00597245,0,0,0,-4.20576
3,1,0,0.448694,0,0,-0.00264377,0,0,0,-4.43178
4,1,0,1.33047,0,0,0.0143537,0,0,0,-2.40001
5,1,0,1.27379,0,0,-0.0358649,0,0,0,-2.44471
6,1,0,1.35147,0,0,0.0383538,0,0,0,-2.4726
7,1,0,0.37619,0,0,0.0323963,0,0,0,-4.41827
8,1,0,1.30971,0,0,-0.0437059,0,0,0,-2.07263
9,1,0,1.35672,0,0,-0.00141747,0,0,0,-2.04104
10,1,0,0.473636,0,0,0.00158828,0,0,0,-4.54484
1,2,0,-0.663991,0,0,0.00973046,0,0,0,14.7151
2,2,0,-0.664719,0,0,-0.00335916,0,0,0,11.1813
3,2,0,-0.657414,0,0,0.0184999,0,0,0,11.2355
4,2,0,-0.652036,0,0,0.0367201,0,0,0,10.5112
5,2,0,-0.65997,0,0,0.036478,0,0,0,24.0254
6,2,0,-0.666577,0,0,-0.00484047,0,0,0,21.7273
7,2,0,-0.657001,0,0,0.0260742,0,0,0,2.08822
8,2,0,-0.679265,0,0,0.0102769,0,0,0,4.89288
9,2,0,-0.683868,0,0,0.00796859,0,0,0,16.0496
10,2,0,-0.650072,0,0,-0.0447493,0,0,0,1.88539
1,3,0,-0.883662,0,0,0.0207477,0,0,0,-0.305449
2,3,0,-0.899771,0,0,0.00431353,0,0,0,0.66717
3,3,0,-0.778769,0,0,-0.0307112,0,0,0,-0.92792
4,3,0,-0.96851,0,0,0.0028209,0,0,0,5.69497
5,3,0,-0.949492,0,0,0.00404789,0,0,0,11.1848
6,3,0,-0.932938,0,0,-0.0541361,0,0,0,10.8226
7,3,0,-0.933497,0,0,0.0511274,0,0,0,7.60094
8,3,0,-0.928864,0,0,0.0197403,0,0,0,2.29617
9,3,0,-0.947879,0,0,0.0220376,0,0,0,8.33888
10,3,0,-0.644241,0,0,0.0513246,0,0,0,-1.78439
1,4,0,0.486677,0,0,-0.0275202,0,0,0,-9.34779
2,4,0,0.564984,0,0,-0.00466252,0,0,0,-16.3129
3,4,0,0.478197,0,0,-0.00942126,0,0,0,-6.7461
4,4,0,0.484872,0,0,-0.0200799,0,0,0,-7.4785
5,4,0,0.456488,0,0,-0.0254009,0,0,0,-6.68185
6,4,0,0.531762,0,0,-0.0433991,0,0,0,-12.0579
7,4,0,0.477094,0,0,-0.00753264,0,0,0,-6.82397
8,4,0,0.518868,0,0,0.0215023,0,0,0,-9.10424
9,4,0,0.493979,0,0,-0.0301772,0,0,0,-8.5027
10,4,0,0.483149,0,0,-0.0623011,0,0,0,-6.75634
