rep,id,eta_alpha,eta_D,eta_E,eta_C,eta_B,eta_ECLIPSE0,eta_BUD0,eta_ep,eta_Time0
1,1,0.0118386,-0.198382,0,0,-0.0222139,0,0,0,-0.978358
2,1,3.52239,-0.262957,0,0,-0.00590294,0,0,0,-3.35021
3,1,-0.0788296,-0.218342,0,0,-0.0474686,0,0,0,5.49062
4,1,-0.0361564,-0.196674,0,0,0.00673727,0,0,0,4.51243
5,1,0.0779699,-0.234758,0,0,-0.054774,0,0,0,0.201428
6,1,0.708432,-0.265939,0,0,0.0630764,0,0,0,-2.0571
7,1,0.226383,-0.174783,0,0,-0.0307199,0,0,0,-1.76455
8,1,0.970479,-0.370002,0,0,0.0389008,0,0,0,-0.31159
9,1,-0.0453037,-0.180626,0,0,-0.0322308,0,0,0,1.892
10,1,4.73569,-0.523798,0,0,-0.0871813,0,0,0,-0.1749
1,2,3.99343,0.318844,0,0,-0.000576594,0,0,0,0.667638
2,2,3.4858,0.319717,0,0,0.0271014,0,0,0,2.74075
3,2,5.08112,0.282251,0,0,0.0376844,0,0,0,0.53882
4,2,8.44039,0.295752,0,0,0.026192,0,0,0,2.14906
5,2,3.5079,0.308912,0,0,-0.0489614,0,0,0,2.33688
6,2,4.44016,0.305217,0,0,0.0368351,0,0,0,5.28066
7,2,3.13782,0.334658,0,0,-0.00685786,0,0,0,0.67188
8,2,2.53641,0.303701,0,0,-0.0188342,0,0,0,3.14682
9,2,3.28567,0.300648,0,0,-0.00523702,0,0,0,1.19341
10,2,3.71204,0.271442,0,0,-0.0658904,0,0,0,7.09214
1,3,1.30715,-0.0605168,0,0,-0.0228783,0,0,0,-6.1495
2,3,1.18352,-0.0464184,0,0,-0.0267348,0,0,0,-6.08261
3,3,1.0981,-0.0467529,0,0,-0.00672199,0,0,0,-6.01383
4,3,1.21522,-0.045049,0,0,-0.0647589,0,0,0,-5.94774
5,3,1.1516,-0.0354875,0,0,-0.0355523,0,0,0,-6.01247
6,3,1.31025,-0.0540444,0,0,-0.0296871,0,0,0,-6.20062
7,3,1.13164,-0.0331144,0,0,-0.0321275,0,0,0,-5.96995
8,3,1.2936,-0.0297445,0,0,-0.0313513,0,0,0,-6.27521
9,3,0.77742,-0.014396,0,0,0.0674789,0,0,0,-5.91216
10,3,0.948449,-0.0412091,0,0,-0.0273509,0,0,0,-5.76142
