rep,id,alpha,D,E,C,B,ECLIPSE0,BUD0,ep,Time0
1,1,4748.92,1.65518,5,10,12871.2,1e-07,0.033,0.001,1.57007
2,1,97.6359,1.75767,5,10,12851,1e-07,0.033,0.001,1.41083
3,1,0.115025,1.66671,5,10,12826.6,1e-07,0.033,0.001,1.5409
4,1,30.9041,1.69325,5,10,12864.5,1e-07,0.033,0.001,1.56815
5,1,85927.9,1.82463,5,10,12862.3,1e-07,0.033,0.001,1.35486
6,1,0.0386394,1.77643,5,10,12855.4,1e-07,0.033,0.001,1.71138
7,1,0.531094,1.71843,5,10,12867.2,1e-07,0.033,0.001,1.58083
8,1,0.0661711,1.76804,5,10,12859.8,1e-07,0.033,0.001,1.64811
9,1,0.0108071,1.74274,5,10,12881.6,1e-07,0.033,0.001,1.39845
10,1,1.46126,1.68173,5,10,12838.1,1e-07,0.033,0.001,1.53029
1,2,8233.22,0.590646,5,10,12842.2,1e-07,0.033,0.001,13.9993
2,2,0.0685171,0.603421,5,10,12876.8,1e-07,0.033,0.001,13.9968
3,2,0.00430531,0.603266,5,10,12849.8,1e-07,0.033,0.001,13.6762
4,2,2.05652,0.60754,5,10,12857.6,1e-07,0.033,0.001,13.7503
5,2,0.000681664,0.641775,5,10,12872.2,1e-07,0.033,0.001,13.4549
6,2,988.155,0.608855,5,10,12867.4,1e-07,0.033,0.001,13.9555
7,2,0.00162484,0.61716,5,10,12862.8,1e-07,0.033,0.001,13.9997
8,2,0.00186325,0.613957,5,10,12836.7,1e-07,0.033,0.001,13.9929
9,2,0.0147893,0.596223,5,10,12872.4,1e-07,0.033,0.001,13.9953
10,2,61.3138,0.598073,5,10,12892.2,1e-07,0.033,0.001,13.7981
1,3,5.61125e-05,0.528293,5,10,12851.2,1e-07,0.033,0.001,13.8273
2,3,123.461,0.617491,5,10,12874.7,1e-07,0.033,0.001,7.60898
3,3,7.08784,0.454167,5,10,12878.7,1e-07,0.033,0.001,13.9726
4,3,307.287,0.45734,5,10,12843.1,1e-07,0.033,0.001,13.9995
5,3,0.834276,0.484276,5,10,12852.7,1e-07,0.033,0.001,12.7751
6,3,0.0122289,0.457254,5,10,12852.9,1e-07,0.033,0.001,13.8785
7,3,0.0257002,0.584996,5,10,12881.6,1e-07,0.033,0.001,8.8929
8,3,6.0343e-05,0.532409,5,10,12896.7,1e-07,0.033,0.001,13.7133
9,3,13.1686,0.487309,5,10,12869.3,1e-07,0.033,0.001,12.4223
10,3,0.527561,0.478124,5,10,12852.8,1e-07,0.033,0.001,13.9764
1,4,1.72284,1.75393,5,10,12861.2,1e-07,0.033,0.001,0.40864
2,4,0.0970833,1.77234,5,10,12842.9,1e-07,0.033,0.001,0.00409608
3,4,7.3249,1.80805,5,10,12858.6,1e-07,0.033,0.001,0.327001
4,4,0.0288263,1.76473,5,10,12884.6,1e-07,0.033,0.001,0.320728
5,4,67.2232,1.59443,5,10,12856,1e-07,0.033,0.001,0.182351
6,4,1219.07,1.71917,5,10,12859.3,1e-07,0.033,0.001,0.267657
7,4,1.14258,1.8366,5,10,12877.9,1e-07,0.033,0.001,0.325405
8,4,0.128552,1.7094,5,10,12876.7,1e-07,0.033,0.001,0.311847
9,4,0.210431,1.90041,5,10,12853.2,1e-07,0.033,0.001,0.188257
10,4,0.0194186,1.82596,5,10,12878.8,1e-07,0.033,0.001,0.250956
