D_pop,1,-0.0480841,-0.0168454,0.0418396,-0.0299194,0.0154128,-0.0131975,-0.0136981,0.0900123,-0.0898661
B_pop,-0.0480841,1,0.530839,-0.959753,-0.142448,0.262781,-0.490017,0.51199,0.244767,-0.243777
Time0_pop,-0.0168454,0.530839,1,-0.549334,-0.0987702,0.2902,-0.355109,0.721009,0.173045,-0.171542
omega_alpha,0.0418396,-0.959753,-0.549334,1,0.137881,-0.236699,0.58079,-0.523366,-0.250148,0.249804
omega_D,-0.0299194,-0.142448,-0.0987702,0.137881,1,-0.14902,0.0813095,-0.0991936,-0.0873874,0.0901719
omega_C,0.0154128,0.262781,0.2902,-0.236699,-0.14902,1,-0.0986026,0.295854,0.0965968,-0.100732
omega_B,-0.0131975,-0.490017,-0.355109,0.58079,0.0813095,-0.0986026,1,-0.344811,-0.25783,0.261254
omega_Time0,-0.0136981,0.51199,0.721009,-0.523366,-0.0991936,0.295854,-0.344811,1,0.177901,-0.176497
a,0.0900123,0.244767,0.173045,-0.250148,-0.0873874,0.0965968,-0.25783,0.177901,1,-0.983541
b,-0.0898661,-0.243777,-0.171542,0.249804,0.0901719,-0.100732,0.261254,-0.176497,-0.983541,1
