D_pop,0.0177504,-0.00719972,-0.0144476,0.205716,-0.000382595,0.00340468,-0.00034315,-0.00995227,0.00128114,-0.000223188
B_pop,-0.00719972,1.26305,3.84045,-39.8057,-0.0153656,0.48966,-0.107476,3.13782,0.0293869,-0.00510707
Time0_pop,-0.0144476,3.84045,41.4399,-130.504,-0.0610265,3.0974,-0.446129,25.3109,0.119003,-0.020585
omega_alpha,0.205716,-39.8057,-130.504,1361.93,0.488387,-14.4832,4.18297,-105.327,-0.9862,0.171848
omega_D,-0.000382595,-0.0153656,-0.0610265,0.488387,0.00921224,-0.0237146,0.00152305,-0.0519187,-0.000896031,0.000161333
omega_C,0.00340468,0.48966,3.0974,-14.4832,-0.0237146,2.74904,-0.0319056,2.67501,0.0171098,-0.00311334
omega_B,-0.00034315,-0.107476,-0.446129,4.18297,0.00152305,-0.0319056,0.0380871,-0.366967,-0.00537544,0.000950436
omega_Time0,-0.00995227,3.13782,25.3109,-105.327,-0.0519187,2.67501,-0.366967,29.7382,0.10364,-0.0179417
a,0.00128114,0.0293869,0.119003,-0.9862,-0.000896031,0.0171098,-0.00537544,0.10364,0.0114126,-0.00195864
b,-0.000223188,-0.00510707,-0.020585,0.171848,0.000161333,-0.00311334,0.000950436,-0.0179417,-0.00195864,0.000347489
