rep,id,alpha,D,E,C,B,ECLIPSE0,BUD0,ep,Time0
1,1,4.93e-05,4.59985,5,10,47077.6,1e-07,0.033,0.001,8.22089
2,1,4.93e-05,4.72421,5,10,48127.7,1e-07,0.033,0.001,8.8801
3,1,4.93e-05,2.04438,5,10,43191.3,1e-07,0.033,0.001,1.66965
4,1,4.93e-05,4.45086,5,10,44357.9,1e-07,0.033,0.001,8.65564
5,1,4.93e-05,4.7659,5,10,50592.6,1e-07,0.033,0.001,7.67898
6,1,4.93e-05,5.04554,5,10,53380,1e-07,0.033,0.001,8.94656
7,1,4.93e-05,1.85266,5,10,44957.2,1e-07,0.033,0.001,1.73022
8,1,4.93e-05,1.87533,5,10,43963.9,1e-07,0.033,0.001,1.83987
9,1,4.93e-05,4.57771,5,10,47342.5,1e-07,0.033,0.001,7.98576
10,1,4.93e-05,1.96877,5,10,45617.7,1e-07,0.033,0.001,1.63438
1,2,4.93e-05,0.670208,5,10,51327.3,1e-07,0.033,0.001,13.9982
2,2,4.93e-05,0.670324,5,10,50329.3,1e-07,0.033,0.001,13.9868
3,2,4.93e-05,0.689183,5,10,46420.5,1e-07,0.033,0.001,14
4,2,4.93e-05,0.657295,5,10,47475.2,1e-07,0.033,0.001,13.9997
5,2,4.93e-05,0.657053,5,10,50828.8,1e-07,0.033,0.001,13.9498
6,2,4.93e-05,0.661417,5,10,48124.6,1e-07,0.033,0.001,13.9998
7,2,4.93e-05,0.661797,5,10,46308.2,1e-07,0.033,0.001,13.9605
8,2,4.93e-05,0.676243,5,10,46624.3,1e-07,0.033,0.001,13.9992
9,2,4.93e-05,0.707427,5,10,50817.3,1e-07,0.033,0.001,13.3011
10,2,4.93e-05,0.666422,5,10,50838.1,1e-07,0.033,0.001,13.9989
1,3,4.93e-05,0.513433,5,10,50845.2,1e-07,0.033,0.001,13.9968
2,3,4.93e-05,0.500272,5,10,49477,1e-07,0.033,0.001,14
3,3,4.93e-05,0.519054,5,10,46220.3,1e-07,0.033,0.001,12.6819
4,3,4.93e-05,0.51826,5,10,45475.9,1e-07,0.033,0.001,13.9544
5,3,4.93e-05,0.522686,5,10,49323.1,1e-07,0.033,0.001,13.8986
6,3,4.93e-05,0.537665,5,10,48011.5,1e-07,0.033,0.001,13.1828
7,3,4.93e-05,0.525144,5,10,49147.6,1e-07,0.033,0.001,14
8,3,4.93e-05,0.528906,5,10,49152.3,1e-07,0.033,0.001,13.9975
9,3,4.93e-05,0.542519,5,10,50125.7,1e-07,0.033,0.001,12.272
10,3,4.93e-05,0.506784,5,10,49133.2,1e-07,0.033,0.001,14
1,4,4.93e-05,2.09766,5,10,49614.3,1e-07,0.033,0.001,0.0454756
2,4,4.93e-05,1.97721,5,10,53144.1,1e-07,0.033,0.001,0.0098188
3,4,4.93e-05,1.88697,5,10,50490.2,1e-07,0.033,0.001,0.0369266
4,4,4.93e-05,2.02139,5,10,49676.3,1e-07,0.033,0.001,0.0812072
5,4,4.93e-05,2.2778,5,10,48472.9,1e-07,0.033,0.001,0.138586
6,4,4.93e-05,2.2183,5,10,49894.7,1e-07,0.033,0.001,0.00100874
7,4,4.93e-05,2.25929,5,10,50005.4,1e-07,0.033,0.001,0.00831105
8,4,4.93e-05,1.94939,5,10,49797.3,1e-07,0.033,0.001,0.0631976
9,4,4.93e-05,2.02939,5,10,51071.2,1e-07,0.033,0.001,0.152332
10,4,4.93e-05,2.11821,5,10,53151.3,1e-07,0.033,0.001,0.00100018
