rep,id,alpha,D,E,C,B,ECLIPSE0,BUD0,ep,Time0
1,1,7.87978e-05,0.237748,5,10,5843.92,1e-07,0.033,0.001,13.8458
2,1,0.0171635,0.250126,5,10,5709.46,1e-07,0.033,0.001,10.0781
3,1,0.000560338,0.228594,5,10,5679.43,1e-07,0.033,0.001,11.0709
4,1,0.00265544,0.211329,5,10,5695.48,1e-07,0.033,0.001,13.9902
5,1,5.0871e-05,0.263218,5,10,5601.06,1e-07,0.033,0.001,14
6,1,0.000116963,0.244133,5,10,5428.47,1e-07,0.033,0.001,11.4202
7,1,0.000559713,0.209827,5,10,5845.66,1e-07,0.033,0.001,13.9734
8,1,0.000188138,0.220659,5,10,6014.96,1e-07,0.033,0.001,13.9276
9,1,0.000107261,0.226956,5,10,5851.91,1e-07,0.033,0.001,13.9999
10,1,8.17296e-05,0.262318,5,10,5463.58,1e-07,0.033,0.001,13.9816
1,2,0.0244504,0.455418,5,10,5918.55,1e-07,0.033,0.001,13.9988
2,2,0.0869608,0.45803,5,10,5569.72,1e-07,0.033,0.001,13.978
3,2,0.0736864,0.452719,5,10,6097.79,1e-07,0.033,0.001,13.9105
4,2,0.00506542,0.44697,5,10,5718.11,1e-07,0.033,0.001,13.9999
5,2,0.00438758,0.449177,5,10,5725.08,1e-07,0.033,0.001,13.9996
6,2,0.00173493,0.46459,5,10,5766.11,1e-07,0.033,0.001,13.9086
7,2,11.2299,0.465764,5,10,5355.92,1e-07,0.033,0.001,13.999
8,2,0.00312234,0.461321,5,10,6283.05,1e-07,0.033,0.001,13.9872
9,2,0.145561,0.453291,5,10,5910.11,1e-07,0.033,0.001,13.9837
10,2,0.0319782,0.445822,5,10,5880.59,1e-07,0.033,0.001,13.9999
1,3,0.000341428,0.303956,5,10,5442.73,1e-07,0.033,0.001,1.3607
2,3,0.000271207,0.306403,5,10,5388.69,1e-07,0.033,0.001,1.59157
3,3,0.000222614,0.30953,5,10,5512.81,1e-07,0.033,0.001,1.76517
4,3,0.000299599,0.309979,5,10,5359.15,1e-07,0.033,0.001,1.42406
5,3,0.000323435,0.300764,5,10,5735.48,1e-07,0.033,0.001,1.26104
6,3,0.000248517,0.310148,5,10,5855.44,1e-07,0.033,0.001,1.36345
7,3,0.000399611,0.30846,5,10,5214.98,1e-07,0.033,0.001,1.31084
8,3,0.000178677,0.316466,5,10,5504.81,1e-07,0.033,0.001,1.75461
9,3,0.000426795,0.30826,5,10,5577.57,1e-07,0.033,0.001,1.27379
10,3,0.000297478,0.30742,5,10,5772.3,1e-07,0.033,0.001,1.32806
