D_pop,0.306653,0.129613,-1.21958,0.0655527,-0.0196953,-0.583132,0.00303008,-0.00113524
B_pop,0.129613,0.227656,-3.39344,0.0931059,-0.0283124,-2.47327,0.00499954,-0.00161685
Time0_pop,-1.21958,-3.39344,469.156,-1.66484,-0.0307427,166.36,-0.0714447,0.0226751
omega_D,0.0655527,0.0931059,-1.66484,0.104492,-0.00899236,-1.11735,0.0025248,-0.000865422
omega_B,-0.0196953,-0.0283124,-0.0307427,-0.00899236,0.0908654,-0.684358,-0.0019594,0.000522334
omega_Time0,-0.583132,-2.47327,166.36,-1.11735,-0.684358,228.066,-0.0738561,0.0219261
a,0.00303008,0.00499954,-0.0714447,0.0025248,-0.0019594,-0.0738561,0.00514507,-0.00119986
b,-0.00113524,-0.00161685,0.0226751,-0.000865422,0.000522334,0.0219261,-0.00119986,0.000345679
