rep,id,alpha,D,E,C,B,ECLIPSE0,BUD0,ep,Time0
1,1,0.95501,1.53668,5,14.9993,9175.39,1e-07,0.033,0.001,1.2993
2,1,0.101563,1.55344,5,15,9175.33,1e-07,0.033,0.001,1.25379
3,1,1.9807,1.47201,5,15,9175.47,1e-07,0.033,0.001,1.34099
4,1,0.00979911,1.51869,5,15,9175.49,1e-07,0.033,0.001,1.55679
5,1,1001.25,1.57101,5,15,9175.41,1e-07,0.033,0.001,1.24324
6,1,0.00843677,1.55326,5,15,9175.48,1e-07,0.033,0.001,1.3848
7,1,0.0475273,1.55594,5,15,9175.35,1e-07,0.033,0.001,1.39021
8,1,0.135427,1.52958,5,15,9175.47,1e-07,0.033,0.001,1.35784
9,1,0.0006763,1.60778,5,15,9175.46,1e-07,0.033,0.001,1.8531
10,1,0.021911,1.55743,5,15,9175.44,1e-07,0.033,0.001,1.214
1,2,0.000831874,0.574632,5,15,9175.48,1e-07,0.033,0.001,14
2,2,5.88163,0.559678,5,15,9175.45,1e-07,0.033,0.001,13.9968
3,2,3.86487,0.546431,5,15,9175.32,1e-07,0.033,0.001,13.9997
4,2,808.852,0.562071,5,15,9175.28,1e-07,0.033,0.001,13.9445
5,2,10172.4,0.570494,5,15,9175.48,1e-07,0.033,0.001,13.9476
6,2,93.6277,0.539826,5,14.998,9175.38,1e-07,0.033,0.001,13.9998
7,2,297.598,0.563457,5,15,9175.34,1e-07,0.033,0.001,13.8887
8,2,950388,0.565692,5,15,9175.45,1e-07,0.033,0.001,13.9998
9,2,13.4272,0.55256,5,15,9175.45,1e-07,0.033,0.001,14
10,2,0.0735414,0.552558,5,15,9175.39,1e-07,0.033,0.001,13.9995
1,3,0.00033177,0.591795,5,1,9175.32,1e-07,0.033,0.001,13.9841
2,3,0.017035,0.580786,5,1,9175.39,1e-07,0.033,0.001,13.9884
3,3,0.000497177,0.58946,5,1,9175.43,1e-07,0.033,0.001,14
4,3,1212.54,0.558673,5,1.04691,9175.39,1e-07,0.033,0.001,13.995
5,3,0.000474717,0.587177,5,15,9175.33,1e-07,0.033,0.001,7.86294
6,3,0.000544481,0.553113,5,1,9175.41,1e-07,0.033,0.001,13.9999
7,3,0.000167149,0.46723,5,15,9175.47,1e-07,0.033,0.001,14
8,3,27.4021,0.591568,5,1,9175.39,1e-07,0.033,0.001,13.7155
9,3,0.138788,0.408161,5,15,9175.36,1e-07,0.033,0.001,13.9435
10,3,0.000870336,0.598433,5,1.0001,9175.41,1e-07,0.033,0.001,12.9714
1,4,0.0564954,1.63405,5,15,9175.51,1e-07,0.033,0.001,0.0349573
2,4,619521,1.56674,5,13.8073,9175.26,1e-07,0.033,0.001,0.183796
3,4,0.0160983,1.85624,5,15,9175.45,1e-07,0.033,0.001,0.00104184
4,4,0.153595,1.61548,5,15,9175.25,1e-07,0.033,0.001,0.026544
5,4,9337.75,1.55292,5,15,9175.27,1e-07,0.033,0.001,0.0112933
6,4,0.0555558,1.60628,5,15,9175.43,1e-07,0.033,0.001,0.0295794
7,4,17.5548,1.6192,5,15,9175.53,1e-07,0.033,0.001,0.0137224
8,4,13675.8,1.60811,5,15,9175.45,1e-07,0.033,0.001,0.00333213
9,4,0.00648115,1.67114,5,15,9175.53,1e-07,0.033,0.001,0.0636494
10,4,5.86282e+06,1.6238,5,15,9175.42,1e-07,0.033,0.001,0.0914599
