rep,id,eta_alpha,eta_D,eta_E,eta_C,eta_B,eta_ECLIPSE0,eta_BUD0,eta_ep,eta_Time0
1,1,15.2535,0.533295,0,0,0.000155485,0,0,0,-2.43176
2,1,9.20924,0.548655,0,0,0.000798904,0,0,0,-2.34903
3,1,17.0105,0.55194,0,0,-0.000144854,0,0,0,-2.34971
4,1,4.32396,0.585697,0,0,0.000212167,0,0,0,-2.29507
5,1,4.19954,0.53467,0,0,0.000775053,0,0,0,-2.21614
6,1,10.0806,0.585762,0,0,0.000183454,0,0,0,-2.4916
7,1,4.94839,0.562281,0,0,-0.000296323,0,0,0,-2.31965
8,1,6.08181,0.531532,0,0,-3.11586e-05,0,0,0,-2.27757
9,1,10.295,0.552557,0,0,0.000318898,0,0,0,-2.37372
10,1,11.0666,0.543721,0,0,-0.00012745,0,0,0,-2.23702
1,2,13.3738,-0.482435,0,0,2.93127e-07,0,0,0,5.01578
2,2,16.8242,-0.490304,0,0,-0.000128656,0,0,0,9.02732
3,2,11.2474,-0.511688,0,0,-0.000738588,0,0,0,7.70644
4,2,3.44479,-0.498797,0,0,0.000516552,0,0,0,7.29721
5,2,5.29955,-0.512054,0,0,-0.000232914,0,0,0,7.5223
6,2,9.51671,-0.506157,0,0,-0.000360531,0,0,0,12.826
7,2,6.35709,-0.480669,0,0,-0.000289462,0,0,0,5.53872
8,2,4.81057,-0.527557,0,0,-0.000723338,0,0,0,4.93805
9,2,6.57995,-0.478561,0,0,-0.000464439,0,0,0,6.27012
10,2,13.001,-0.506096,0,0,-0.000228803,0,0,0,9.54584
1,3,15.2702,-0.532165,0,0,-0.000145897,0,0,0,0.606368
2,3,13.4422,-0.6485,0,0,-0.000449381,0,0,0,1.23552
3,3,14.6526,-0.807649,0,0,7.55478e-06,0,0,0,5.39692
4,3,0.509918,-0.436678,0,0,-0.000380984,0,0,0,1.19983
5,3,18.2462,-0.797017,0,0,0.000185347,0,0,0,2.62733
6,3,12.1146,-0.772226,0,0,0.000267184,0,0,0,3.64534
7,3,17.0314,-0.43708,0,0,-7.98709e-05,0,0,0,-0.025133
8,3,1.29728,-0.674402,0,0,0.000154044,0,0,0,4.5461
9,3,17.0388,-0.43887,0,0,-0.000414615,0,0,0,0.0514333
10,3,15.1728,-0.757089,0,0,-0.000372902,0,0,0,9.3214
1,4,3.51906,0.536,0,0,2.99917e-05,0,0,0,-3.89894
2,4,5.77129,0.536041,0,0,0.000211086,0,0,0,-5.92966
3,4,14.022,0.64302,0,0,0.00012354,0,0,0,-5.4295
4,4,9.54805,0.586677,0,0,5.0869e-05,0,0,0,-7.95575
5,4,4.11348,0.652375,0,0,0.000275015,0,0,0,-9.02836
6,4,13.5016,0.516257,0,0,-0.000144845,0,0,0,-8.78778
7,4,16.8526,0.575813,0,0,0.000420424,0,0,0,-7.87858
8,4,7.20216,0.479335,0,0,-0.000510779,0,0,0,-4.87403
9,4,18.1726,0.588483,0,0,0.000168331,0,0,0,-12.8696
10,4,6.58366,0.573655,0,0,-0.000361599,0,0,0,-5.80932
