rep,id,alpha,D,E,C,B,ECLIPSE0,BUD0,ep,Time0
1,1,207.658,1.65784,5,10,8377.74,1e-07,0.033,0.001,1.17658
2,1,0.492458,1.6835,5,10,8383.14,1e-07,0.033,0.001,1.26879
3,1,1203.35,1.68904,5,10,8375.23,1e-07,0.033,0.001,1.268
4,1,0.00372149,1.74703,5,10,8378.22,1e-07,0.033,0.001,1.33239
5,1,0.00328613,1.66012,5,10,8382.94,1e-07,0.033,0.001,1.43057
6,1,1.17704,1.74715,5,10,8377.98,1e-07,0.033,0.001,1.11372
7,1,0.0069487,1.7066,5,10,8373.96,1e-07,0.033,0.001,1.30307
8,1,0.0215845,1.65492,5,10,8376.18,1e-07,0.033,0.001,1.35363
9,1,1.45849,1.69009,5,10,8379.11,1e-07,0.033,0.001,1.24061
10,1,3.15518,1.67522,5,10,8375.37,1e-07,0.033,0.001,1.404
1,2,31.698,0.600368,5,10,8376.44,1e-07,0.033,0.001,13.9116
2,2,998.847,0.595662,5,10,8375.36,1e-07,0.033,0.001,13.9984
3,2,3.78036,0.58306,5,10,8370.26,1e-07,0.033,0.001,13.994
4,2,0.0015449,0.590625,5,10,8380.77,1e-07,0.033,0.001,13.9909
5,2,0.00987217,0.582847,5,10,8374.49,1e-07,0.033,0.001,13.9927
6,2,0.66973,0.586294,5,10,8373.42,1e-07,0.033,0.001,14
7,2,0.0284246,0.601429,5,10,8374.02,1e-07,0.033,0.001,13.9474
8,2,0.00605412,0.57388,5,10,8370.38,1e-07,0.033,0.001,13.9045
9,2,0.0355207,0.602698,5,10,8372.55,1e-07,0.033,0.001,13.9747
10,2,21.8323,0.586329,5,10,8374.53,1e-07,0.033,0.001,13.999
1,3,211.155,0.571242,5,10,8375.22,1e-07,0.033,0.001,9.19412
2,3,33.9396,0.508507,5,10,8372.68,1e-07,0.033,0.001,10.9492
3,3,113.869,0.43369,5,10,8376.5,1e-07,0.033,0.001,13.9395
4,3,8.20921e-05,0.628477,5,10,8373.25,1e-07,0.033,0.001,10.8632
5,3,4140.47,0.438325,5,10,8377.99,1e-07,0.033,0.001,13.093
6,3,8.99841,0.449327,5,10,8378.68,1e-07,0.033,0.001,13.6581
7,3,1228.8,0.628225,5,10,8375.77,1e-07,0.033,0.001,7.06039
8,3,0.000180404,0.495504,5,10,8377.73,1e-07,0.033,0.001,13.8591
9,3,1237.91,0.627101,5,10,8372.97,1e-07,0.033,0.001,7.32812
10,3,191.559,0.456181,5,10,8373.32,1e-07,0.033,0.001,13.9988
1,4,0.00166401,1.66233,5,10,8376.69,1e-07,0.033,0.001,0.290781
2,4,0.0158228,1.6624,5,10,8378.21,1e-07,0.033,0.001,0.0397277
3,4,60.6072,1.8501,5,10,8377.48,1e-07,0.033,0.001,0.0647468
4,4,0.691056,1.74875,5,10,8376.87,1e-07,0.033,0.001,0.00611856
5,4,0.00301514,1.86749,5,10,8378.75,1e-07,0.033,0.001,0.00275155
6,4,36.0195,1.62984,5,10,8375.23,1e-07,0.033,0.001,0.00322788
7,4,1027.63,1.72985,5,10,8379.96,1e-07,0.033,0.001,0.00652905
8,4,0.066177,1.57076,5,10,8372.16,1e-07,0.033,0.001,0.111721
9,4,3846.75,1.75191,5,10,8377.85,1e-07,0.033,0.001,0.00103761
10,4,0.0356528,1.72612,5,10,8373.41,1e-07,0.033,0.001,0.0446648
