D_pop,1,-0.0210006,-0.041145,0.00351532,-0.0547473,-0.00420691,0.045068,-0.03642,0.108975,-0.10804
B_pop,-0.0210006,1,0.158449,-0.491265,0.0429751,0.102043,-0.42305,0.0879351,-0.052852,0.0434865
Time0_pop,-0.041145,0.158449,1,-0.209869,0.03429,0.130034,-0.343148,0.606786,-0.0796384,0.0782271
omega_alpha,0.00351532,-0.491265,-0.209869,1,-0.0308458,-0.0937022,0.397466,-0.143316,0.0389239,-0.0315237
omega_D,-0.0547473,0.0429751,0.03429,-0.0308458,1,-0.0854821,-0.0591278,0.0251891,-0.0665362,0.0676197
omega_C,-0.00420691,0.102043,0.130034,-0.0937022,-0.0854821,1,-0.112675,0.117256,-0.0691564,0.0713526
omega_B,0.045068,-0.42305,-0.343148,0.397466,-0.0591278,-0.112675,1,-0.313084,0.113564,-0.104559
omega_Time0,-0.03642,0.0879351,0.606786,-0.143316,0.0251891,0.117256,-0.313084,1,-0.0680178,0.0668941
a,0.108975,-0.052852,-0.0796384,0.0389239,-0.0665362,-0.0691564,0.113564,-0.0680178,1,-0.981809
b,-0.10804,0.0434865,0.0782271,-0.0315237,0.0676197,0.0713526,-0.104559,0.0668941,-0.981809,1
