rep,id,alpha,D,E,C,B,ECLIPSE0,BUD0,ep,Time0
1,1,4.93e-05,2.41238,5,10,21456.8,1e-07,0.033,0.001,8.49309
2,1,4.93e-05,4.20311,5,10,40424.5,1e-07,0.033,0.001,9.1099
3,1,4.93e-05,3.63404,5,10,32819.5,1e-07,0.033,0.001,9.47369
4,1,4.93e-05,3.92366,5,10,32381.9,1e-07,0.033,0.001,14
5,1,4.93e-05,3.1778,5,10,26495.7,1e-07,0.033,0.001,10.7275
6,1,4.93e-05,3.0046,5,10,22462.5,1e-07,0.033,0.001,14
7,1,4.93e-05,2.64632,5,10,20483.3,1e-07,0.033,0.001,11.7487
8,1,4.93e-05,3.39968,5,10,29732.4,1e-07,0.033,0.001,9.83477
9,1,4.93e-05,3.25975,5,10,27541,1e-07,0.033,0.001,10.5647
10,1,4.93e-05,3.23531,5,10,27266.8,1e-07,0.033,0.001,10.2024
1,2,4.93e-05,0.676629,5,10,24939.8,1e-07,0.033,0.001,13.9999
2,2,4.93e-05,0.65109,5,10,40774.6,1e-07,0.033,0.001,13.9993
3,2,4.93e-05,0.670135,5,10,43405.7,1e-07,0.033,0.001,14
4,2,4.93e-05,0.687199,5,10,25571.1,1e-07,0.033,0.001,14
5,2,4.93e-05,0.672621,5,10,34489.8,1e-07,0.033,0.001,13.9986
6,2,4.93e-05,0.666519,5,10,67387,1e-07,0.033,0.001,14
7,2,4.93e-05,0.673493,5,10,45844.5,1e-07,0.033,0.001,13.9234
8,2,4.93e-05,0.679387,5,10,32662.5,1e-07,0.033,0.001,14
9,2,4.93e-05,0.649428,5,10,44214.9,1e-07,0.033,0.001,13.9567
10,2,4.93e-05,0.674666,5,10,52732.9,1e-07,0.033,0.001,13.9841
1,3,4.93e-05,0.521459,5,10,59880.9,1e-07,0.033,0.001,13.9975
2,3,4.93e-05,0.504092,5,10,31570.5,1e-07,0.033,0.001,14
3,3,4.93e-05,0.500975,5,10,33381.5,1e-07,0.033,0.001,13.9998
4,3,4.93e-05,0.523983,5,10,21684.7,1e-07,0.033,0.001,13.9885
5,3,4.93e-05,0.507695,5,10,53183.2,1e-07,0.033,0.001,13.987
6,3,4.93e-05,0.548037,5,10,30295.6,1e-07,0.033,0.001,12.7626
7,3,4.93e-05,0.50025,5,10,40541.6,1e-07,0.033,0.001,14
8,3,4.93e-05,0.524734,5,10,39519.1,1e-07,0.033,0.001,14
9,3,4.93e-05,0.521078,5,10,36954.5,1e-07,0.033,0.001,13.8895
10,3,4.93e-05,0.504208,5,10,36031.1,1e-07,0.033,0.001,14
1,4,4.93e-05,2.0102,5,10,55749.5,1e-07,0.033,0.001,0.00100003
2,4,4.93e-05,1.9426,5,10,44017.6,1e-07,0.033,0.001,0.529094
3,4,4.93e-05,1.90651,5,10,32651.4,1e-07,0.033,0.001,1.80282
4,4,4.93e-05,1.96163,5,10,46588.3,1e-07,0.033,0.001,0.280624
5,4,4.93e-05,2.14361,5,10,49521.4,1e-07,0.033,0.001,0.273584
6,4,4.93e-05,1.98534,5,10,51081.3,1e-07,0.033,0.001,0.001
7,4,4.93e-05,1.95931,5,10,53848.1,1e-07,0.033,0.001,0.00146011
8,4,4.93e-05,1.87401,5,10,56081,1e-07,0.033,0.001,0.00127455
9,4,4.93e-05,1.96099,5,10,51650.8,1e-07,0.033,0.001,0.0256769
10,4,4.93e-05,2.14646,5,10,58099.7,1e-07,0.033,0.001,0.00100098
